,test,train
0.1,0.00869030000000004,3.5090295
0.2,0.029202699999999915,2.9659113000000006
0.3,0.031061800000001583,2.4996024000000006
0.4,0.03290930000000003,2.2199843999999995
0.5,0.04900379999999949,1.6746029
0.6,0.05481629999999882,1.4038977999999993
0.7,0.09900320000000029,0.8508397999999993
0.8,0.07029170000000207,0.7274367999999996
0.9,0.1514212999999991,0.7755967999999989
