param_Boost__n_estimators,test acc,train acc
1,0.8036196664859824,0.8114353888381282
2,0.8036196664859824,0.8114353888381282
5,0.8091631859700871,0.8318645613483221
10,0.8170081383638801,0.8483639532431331
20,0.8180243446981058,0.8708382493473336
30,0.8180243446981058,0.8708382493473336
40,0.8180243446981058,0.8708382493473336
50,0.8180243446981058,0.8708382493473336
