mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_Boost__n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.6169997215270996,0.009603595733642578,0.7483516483516484,0.9530219780219781,1,{'Boost__n_estimators': 1},1,0.7005494505494505,0.9532967032967034,0.7802197802197802,0.9539835164835165,0.771978021978022,0.9553571428571429,0.739010989010989,0.9491758241758241,0.75,0.9532967032967034,0.01692467750409552,0.00048783947752425425,0.02810266341218556,0.0020650132387875215
0.6129932403564453,0.010406494140625,0.7483516483516484,0.9530219780219781,2,{'Boost__n_estimators': 2},1,0.7005494505494505,0.9532967032967034,0.7802197802197802,0.9539835164835165,0.771978021978022,0.9553571428571429,0.739010989010989,0.9491758241758241,0.75,0.9532967032967034,0.037923451649491416,0.0010178487950400054,0.02810266341218556,0.0020650132387875215
0.7125976085662842,0.009801721572875977,0.7483516483516484,0.9530219780219781,5,{'Boost__n_estimators': 5},1,0.7005494505494505,0.9532967032967034,0.7802197802197802,0.9539835164835165,0.771978021978022,0.9553571428571429,0.739010989010989,0.9491758241758241,0.75,0.9532967032967034,0.041278193371941344,0.0007474641948805094,0.02810266341218556,0.0020650132387875215
0.7089997291564941,0.010396909713745118,0.7483516483516484,0.9530219780219781,10,{'Boost__n_estimators': 10},1,0.7005494505494505,0.9532967032967034,0.7802197802197802,0.9539835164835165,0.771978021978022,0.9553571428571429,0.739010989010989,0.9491758241758241,0.75,0.9532967032967034,0.05002704235397998,0.000798202249972824,0.02810266341218556,0.0020650132387875215
0.6858006954193115,0.00999765396118164,0.7483516483516484,0.9530219780219781,20,{'Boost__n_estimators': 20},1,0.7005494505494505,0.9532967032967034,0.7802197802197802,0.9539835164835165,0.771978021978022,0.9553571428571429,0.739010989010989,0.9491758241758241,0.75,0.9532967032967034,0.054144124495484953,0.0014097675332832573,0.02810266341218556,0.0020650132387875215
0.709400749206543,0.010799837112426759,0.7483516483516484,0.9530219780219781,30,{'Boost__n_estimators': 30},1,0.7005494505494505,0.9532967032967034,0.7802197802197802,0.9539835164835165,0.771978021978022,0.9553571428571429,0.739010989010989,0.9491758241758241,0.75,0.9532967032967034,0.0664790936035006,0.0009835056173505736,0.02810266341218556,0.0020650132387875215
0.7130026817321777,0.009997081756591798,0.7483516483516484,0.9530219780219781,40,{'Boost__n_estimators': 40},1,0.7005494505494505,0.9532967032967034,0.7802197802197802,0.9539835164835165,0.771978021978022,0.9553571428571429,0.739010989010989,0.9491758241758241,0.75,0.9532967032967034,0.05415369701362582,0.0010956860198308544,0.02810266341218556,0.0020650132387875215
0.7069990634918213,0.009601688385009766,0.7483516483516484,0.9530219780219781,50,{'Boost__n_estimators': 50},1,0.7005494505494505,0.9532967032967034,0.7802197802197802,0.9539835164835165,0.771978021978022,0.9553571428571429,0.739010989010989,0.9491758241758241,0.75,0.9532967032967034,0.05699313908550139,0.001358408199460939,0.02810266341218556,0.0020650132387875215
0.7063984394073486,0.00960397720336914,0.7483516483516484,0.9530219780219781,60,{'Boost__n_estimators': 60},1,0.7005494505494505,0.9532967032967034,0.7802197802197802,0.9539835164835165,0.771978021978022,0.9553571428571429,0.739010989010989,0.9491758241758241,0.75,0.9532967032967034,0.05206923958427197,0.0013590916040370283,0.02810266341218556,0.0020650132387875215
0.707796049118042,0.010799217224121093,0.7483516483516484,0.9530219780219781,70,{'Boost__n_estimators': 70},1,0.7005494505494505,0.9532967032967034,0.7802197802197802,0.9539835164835165,0.771978021978022,0.9553571428571429,0.739010989010989,0.9491758241758241,0.75,0.9532967032967034,0.04998040276068962,0.0011664329843189196,0.02810266341218556,0.0020650132387875215
0.7021960735321044,0.01019878387451172,0.7483516483516484,0.9530219780219781,80,{'Boost__n_estimators': 80},1,0.7005494505494505,0.9532967032967034,0.7802197802197802,0.9539835164835165,0.771978021978022,0.9553571428571429,0.739010989010989,0.9491758241758241,0.75,0.9532967032967034,0.05319176937856905,0.0004005675194949155,0.02810266341218556,0.0020650132387875215
0.7112024307250977,0.009801435470581054,0.7483516483516484,0.9530219780219781,90,{'Boost__n_estimators': 90},1,0.7005494505494505,0.9532967032967034,0.7802197802197802,0.9539835164835165,0.771978021978022,0.9553571428571429,0.739010989010989,0.9491758241758241,0.75,0.9532967032967034,0.024703439003670967,0.0009862588530995984,0.02810266341218556,0.0020650132387875215
0.7090014457702637,0.010197925567626952,0.7483516483516484,0.9530219780219781,100,{'Boost__n_estimators': 100},1,0.7005494505494505,0.9532967032967034,0.7802197802197802,0.9539835164835165,0.771978021978022,0.9553571428571429,0.739010989010989,0.9491758241758241,0.75,0.9532967032967034,0.017694986841860147,0.001167650247352938,0.02810266341218556,0.0020650132387875215
