,test,train
0.1,0.000388700000002018,1.2596222000000026
0.2,0.0005881999999992615,1.1525521000000012
0.3,0.0006854999999994504,0.9457737000000002
0.4,0.001122999999999763,1.0322096999999992
0.5,0.0010015000000009877,0.8980973000000034
0.6,0.0012171999999992522,0.6771339000000012
0.7,0.0011553000000006364,0.8032995000000014
0.8,0.001653100000005736,0.7347733000000005
0.9,0.0011336000000028434,0.734391500000001
