,test,train
0.1,0.012577700000008463,139.3473574
0.2,0.01955079999999043,88.06848730000002
0.3,0.06526909999996633,135.7897709
0.4,0.0673492999999894,91.1355565
0.5,0.06604620000007344,48.73436179999999
0.6,0.07020539999996345,29.061905199999956
0.7,0.07105709999996179,14.170771100000024
0.8,0.10441100000002734,10.278287299999988
0.9,0.10941020000007029,3.532685700000002
