mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__n_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.37260026931762696,0.034597349166870114,0.5482599615227536,0.5583265115900715,1,{'SVM__n_iter': 1},22,0.5507897879173353,0.5572524492517215,0.5423301323878953,0.536095777250176,0.49084035032670503,0.5220023964539653,0.5970348646882797,0.5696578997689218,0.5603061623215415,0.606624035225573,0.010031064947490245,0.0020597148175493774,0.03422496663388196,0.029243295460670577
0.4796018123626709,0.034600448608398435,0.5757482213132346,0.5800457033165649,4,{'SVM__n_iter': 4},12,0.5460156850703595,0.5666657028672553,0.6108288328837953,0.5603285091739354,0.5980299895814798,0.6130694189351831,0.5712705116032251,0.561502129077158,0.5526378416412091,0.5986627565292926,0.005680344704448069,0.003009025540200655,0.02516811698124753,0.02167402485021628
0.5866033554077148,0.03339691162109375,0.5699038543473436,0.5805351592731876,7,{'SVM__n_iter': 7},16,0.5660153462844552,0.5535812638072745,0.5933711211148635,0.594592225117537,0.546769783302929,0.5905354657172867,0.6165211198030216,0.6198562525112826,0.5268150343639111,0.5441105892125573,0.0047122713988699124,0.0014945166453142838,0.032020499563740985,0.027917798578886422
0.6926016807556152,0.03319759368896484,0.5624292771450532,0.5732997152699676,10,{'SVM__n_iter': 10},18,0.45969877272565535,0.4792654243094405,0.5851932450567143,0.5751818666062049,0.5760934578846827,0.5935328472598043,0.6221464868396567,0.6166358906362468,0.5693272606174048,0.6018825475381416,0.012957881050801196,0.0007461111164673715,0.05457823666774695,0.048888387979288475
0.8018011569976806,0.03399934768676758,0.5723510938171436,0.5834667118953039,13,{'SVM__n_iter': 13},15,0.5987731648223,0.6051095133333029,0.5615713084993673,0.5598191010719614,0.5463885406238524,0.5772447029326537,0.5784777188104323,0.5904558193126483,0.5764727083217307,0.5847044228259535,0.012081258307927296,0.0010957267775225572,0.017572197514045193,0.014944653211816207
0.9036017894744873,0.033200740814208984,0.5738323257111398,0.5865614500409391,16,{'SVM__n_iter': 16},13,0.5526789674630198,0.5835927875696217,0.5998467673244499,0.5963986503690284,0.6040442965959375,0.6058523510003309,0.5728869896181551,0.586185245485569,0.5397325052851012,0.5607782157801454,0.012565973774611085,0.0009821428386543652,0.02529851308715185,0.015117136142822002
1.010998010635376,0.033202409744262695,0.5724256003775192,0.5877638655264099,19,{'SVM__n_iter': 19},14,0.5523689066599125,0.5640876185805377,0.6281281756863762,0.6134487672182098,0.5415467133213527,0.5787809503560386,0.5724681660099059,0.5892132423702465,0.5675893463951964,0.5932887491070172,0.014575432067283622,0.000981378866918218,0.029946714093752748,0.01633154396333765
1.118007516860962,0.03299646377563477,0.5877526848384086,0.5987946021447529,22,{'SVM__n_iter': 22},5,0.5841598409821422,0.6030601987981845,0.5926269446661534,0.567568972962956,0.5901643011056491,0.6029105379952888,0.5629514522312431,0.6077553144047637,0.6088648431313154,0.6126779865625711,0.012603725959787914,0.0008886110552007629,0.014847623557017993,0.016020105415597
1.2190009593963622,0.03439574241638184,0.5542837582956446,0.5568673278571684,25,{'SVM__n_iter': 25},20,0.5226604301379997,0.533161593322662,0.5207735704497476,0.49625028485799333,0.5924632578499995,0.5879234230794179,0.5641971468377459,0.5945119927145635,0.5714900657304034,0.5724893453112053,0.012110634858247135,0.0018547178233815661,0.028200129360915344,0.037046017394040044
1.3233970642089843,0.034398126602172854,0.5765998951107243,0.600581028209498,28,{'SVM__n_iter': 28},10,0.5408669907718485,0.5713556412479692,0.6123480936363835,0.597743679552343,0.5777591080551326,0.6143193071934129,0.5875026657556687,0.617068848238142,0.5645837776259448,0.6024176648156225,0.009483073988113693,0.0017430192239264823,0.023761464670999648,0.016285794688704287
