,test,train
0.1,0.0004519000000000606,0.9539742
0.2,0.00047240000000003946,0.6608335999999999
0.3,0.0008419000000001731,0.4648979999999998
0.4,0.0006466000000000527,0.5335557
0.5,0.0010808999999998292,0.37646130000000033
0.6,0.0025212000000003343,0.3089119
0.7,0.0008152999999997412,0.15311509999999995
0.8,0.0009851999999996863,0.13890530000000023
0.9,0.0016505000000002212,0.050385000000000346
