mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.07239980697631836,0.001599884033203125,0.733325214755309,0.735571232590057,relu,3.1622776601683795,"(20,)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (20,)}",100,0.7385728263908302,0.7300966330055105,0.7438810575776704,0.739216052160741,0.7325569121424298,0.7328896476592259,0.7292612270269637,0.7376040973598204,0.7223180042926004,0.7380497327649865,0.029221883373692983,0.0007991673211482621,0.0074461868496274765,0.003484891686824393
0.10759906768798828,0.002000856399536133,0.7339631042896845,0.7295020118955724,relu,3.1622776601683795,"(10, 10)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (10, 10)}",99,0.764875128133445,0.7232809080602209,0.7374815905743741,0.72742719778712,0.7211862120732322,0.7306717067214542,0.7196321968497474,0.7336562575399754,0.7265285059169861,0.7324739893690912,0.027164899315146523,0.0012650838344588106,0.01669545965283775,0.003754079899994077
0.1475979804992676,0.0018001079559326171,0.7405662592929806,0.7401102568614899,relu,3.1622776601683795,"(5, 5)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (5, 5)}",44,0.7593071475165407,0.7338066109455884,0.7355179185076094,0.7406499603013439,0.727965236972661,0.745479304823391,0.7503020067321113,0.7386057716913672,0.7296834500310803,0.7420096365457589,0.02812937771326766,0.0007480861606707698,0.01224082882239505,0.003865877040604856
0.12820053100585938,0.00279998779296875,0.7486157022781326,0.7499759688270009,relu,3.1622776601683795,"(20, 20)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (20, 20)}",14,0.7681716522225328,0.744124678109702,0.7443369100217407,0.7514146991134577,0.7433705124145291,0.7533132023601494,0.7418751392749494,0.751134377901748,0.7452646517246636,0.7498928866499475,0.05616670498831799,0.0014687378121891288,0.009856591458844011,0.003123891476440505
0.17059965133666993,0.0038012027740478515,0.7475782202992035,0.7472330701766448,relu,3.1622776601683795,"(10, 10, 10)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (10, 10, 10)}",18,0.751339576926661,0.7327146008560305,0.7662704256960517,0.7541848237708967,0.7383448858238625,0.7490739996051795,0.7469828647830831,0.7469149161737502,0.734908459707024,0.7532770104773671,0.06811674153273646,0.0027854280117057,0.011042630370778777,0.007734756453023086
0.06320228576660156,0.0011987686157226562,0.5003403687852152,0.5003407881188175,relu,3.1622776601683795,"(5, 5, 5)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (5, 5, 5)}",166,0.5,0.5004262574595055,0.5017006802721089,0.5,0.5,0.5004258943781943,0.5000000000000001,0.5004258943781941,0.5,0.5004258943781941,0.02518539159089779,0.0004005619737227828,0.0006804465947509502,0.0001703941174337134
0.17439885139465333,0.0020026206970214845,0.7375548581013699,0.7423405235858163,relu,3.1622776601683795,"(20, 20, 20)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (20, 20, 20)}",80,0.7648285341533873,0.7407772387305438,0.7528052458096641,0.7410732906709987,0.7261414681632126,0.7446242258958405,0.72634085124849,0.7445913241842202,0.7175386744543353,0.7406365384474778,0.02880118524525106,3.092464517038529e-06,0.018079608992234722,0.0018565938557145794
0.09379768371582031,0.0014008045196533202,0.739819331622489,0.7423686879096462,relu,1.0,"(10,)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (10,)}",54,0.7662729475351784,0.7340406131076366,0.7542254015008066,0.7409474258074195,0.7244232551047933,0.747034824633877,0.7159729308140695,0.749157716182524,0.7380868606546802,0.7406628598167739,0.02090082035238926,0.0004896105473194915,0.018531098058118166,0.005331986537355025
0.08979935646057129,0.001400136947631836,0.5887463276208951,0.5900233120207485,relu,1.0,"(5,)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (5,)}",161,0.49486301369863,0.49826530791608437,0.5016831474857985,0.4952584803281268,0.7297186352814233,0.7315037544508705,0.7162309559832518,0.7285356544881589,0.5017064846416383,0.49655336292050206,0.0599969691454089,0.0007999421445085153,0.10961475444025574,0.11431440909512447
0.07599992752075195,0.0017996788024902343,0.7323175742587359,0.7379025865463511,relu,1.0,"(20,)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (20,)}",103,0.7351831143416269,0.7356841212504724,0.7404796970334527,0.741805794906132,0.7325803689759919,0.7341936521631047,0.7292846838605257,0.7384789173143428,0.7240362173510198,0.7393504470977034,0.02856383695311002,0.0007468885457697579,0.005525672347536979,0.0026959701540782807
0.10719852447509766,0.0018000602722167969,0.7298044213862298,0.7281729148263631,relu,1.0,"(10, 10)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (10, 10)}",121,0.7563134842978286,0.7206805178368971,0.7391296724875519,0.7269833777885104,0.7194445421812509,0.7315037544508705,0.7161957707329087,0.7306256443251857,0.7178318848738608,0.7310712797303521,0.01433046201122718,0.0007485195090069597,0.015664289822959716,0.004075828866069833
0.1562028408050537,0.0009975433349609375,0.7320718701053728,0.7322151753512308,relu,1.0,"(5, 5)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (5, 5)}",105,0.7593537414965985,0.7355940359110924,0.7354653201486782,0.7397154868665137,0.729613079530394,0.738143685430391,0.7314133915062806,0.7317026270188854,0.7044145760763754,0.7159200415292715,0.01344126948004737,5.417927786499305e-06,0.01748267583538453,0.008586183032483412
0.12539873123168946,0.0018018245697021484,0.7493332947250924,0.7503453732482888,relu,1.0,"(20, 20)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (20, 20)}",13,0.764793588668344,0.7463054024837188,0.7495441475559298,0.749347807792645,0.7450769970561673,0.7541386697472418,0.7418751392749494,0.7498566947671654,0.7453232938085688,0.7520782914506728,0.05671957882131545,0.0011642353230362289,0.00811622644336053,0.0026437628902724964
0.17139959335327148,0.0017997264862060548,0.7517004912050435,0.7487769426644582,relu,1.0,"(10, 10, 10)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (10, 10, 10)}",3,0.7598313297921907,0.7348129301025654,0.7477908689248897,0.7399730707733737,0.7451590959736344,0.7571363812504114,0.7504310193167024,0.7494702824429154,0.7552689912388726,0.762492048753025,0.0782762878997682,0.0009788684980976546,0.0052657653720134074,0.010305016988289568
0.04980001449584961,0.0016003131866455078,0.5003403687852152,0.5003407881188175,relu,1.0,"(5, 5, 5)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (5, 5, 5)}",166,0.5,0.5004262574595055,0.5017006802721089,0.5,0.5,0.5004258943781943,0.5000000000000001,0.5004258943781941,0.5,0.5004258943781941,0.01096141919463541,0.0008000381087525993,0.0006804465947509502,0.0001703941174337134
0.13379926681518556,0.0020001888275146484,0.7373226704628278,0.7429596760284009,relu,1.0,"(20, 20, 20)","{'MLP__activation': 'relu', 'MLP__alpha': 1.0, 'MLP__hidden_layer_sizes': (20, 20, 20)}",82,0.739458112011928,0.7354567106986228,0.742601164177011,0.7423988964871263,0.7330025919801085,0.7459315205708813,0.7349319165405863,0.7446242258958404,0.7366032159318813,0.7463870264895335,0.009410404226798563,0.000633088357334238,0.0033859544109419164,0.003998956860558837
0.09399809837341308,0.0016002655029296875,0.7394854148094488,0.7418629515459346,relu,0.31622776601683794,"(10,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (10,)}",55,0.7662729475351784,0.7340406131076366,0.7542254015008066,0.7418028678162811,0.7244232551047933,0.7461731653640026,0.7159846592308505,0.7457505611569704,0.7364038328466039,0.7415475502847825,0.023933207342617734,0.0011994839520227856,0.018571737173902963,0.004358520810978466
0.09759654998779296,0.001999378204345703,0.6346546210693844,0.6384351098433864,relu,0.31622776601683794,"(5,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (5,)}",150,0.4931506849315068,0.49826530791608437,0.5016831474857985,0.4944001112294144,0.7297069068646422,0.7331678499097032,0.7230334377162427,0.7327452457026707,0.726411221749176,0.7335970344590592,0.045434899891450616,0.0010954535717796715,0.11225321577882855,0.11603287453208595
0.06579933166503907,0.0010004997253417968,0.7326667124362143,0.737992228682667,relu,0.31622776601683794,"(20,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (20,)}",102,0.7334824340695181,0.7352644554011654,0.7404972298197631,0.7422379065453387,0.7342985820344111,0.7341969423342667,0.7292846838605257,0.738908101863699,0.7257544304094389,0.7393537372688653,0.030444768413147798,1.4273290202232138e-06,0.004976810228308005,0.0029176447819854365
0.14400291442871094,0.0013984203338623046,0.7291108137249575,0.7287600214589064,relu,0.31622776601683794,"(10, 10)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (10, 10)}",122,0.758002516074923,0.7202377813518952,0.7357107791570238,0.7278358927075215,0.7177263291228316,0.7310614092168661,0.7161957707329087,0.733177720423189,0.7178084280402988,0.7314873035950603,0.0284983397578425,0.0008008182962464824,0.016149503093059615,0.004598545595998389
0.17139883041381837,0.002401447296142578,0.7283507298611286,0.7296234097505487,relu,0.31622776601683794,"(5, 5)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (5, 5)}",126,0.7662147050601061,0.7356302897671844,0.7354477873623677,0.7431460361715128,0.7076281622743745,0.7221702700133801,0.7112287862261474,0.7162900029977114,0.7210923847389841,0.7308804498029552,0.0466933094087663,0.0007994911311816856,0.02126965127880172,0.009527362805382565
0.1495997428894043,0.002201700210571289,0.7465465657367629,0.7493534077228949,relu,0.31622776601683794,"(20, 20)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (20, 20)}",22,0.764793588668344,0.7450134468848051,0.7443369100217407,0.7501329996450903,0.7381924164057092,0.7494044790196752,0.7401334693829681,0.7506788719830957,0.7452177380575394,0.7515372410818082,0.03549477145807338,0.0009786641149284305,0.00949954596715608,0.0022791057703947172
0.18799800872802735,0.002001190185546875,0.7503133317296539,0.7538000606686011,relu,0.31622776601683794,"(10, 10, 10)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (10, 10, 10)}",12,0.7682764886776627,0.7433018254365843,0.7477908689248897,0.7403993282328792,0.7383097005735194,0.7592790138260304,0.7502902783153304,0.7633833195633577,0.7468421237817107,0.7626368162841538,0.06222195518807965,0.0008932433009624095,0.00985689249991612,0.009896854059293839
0.06279916763305664,0.0015992164611816407,0.5003403687852152,0.5003407881188175,relu,0.31622776601683794,"(5, 5, 5)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (5, 5, 5)}",166,0.5,0.5004262574595055,0.5017006802721089,0.5,0.5,0.5004258943781943,0.5000000000000001,0.5004258943781941,0.5,0.5004258943781941,0.008772682970189407,0.0008024698839769398,0.0006804465947509502,0.0001703941174337134
0.1908015251159668,0.002198934555053711,0.7373033663125728,0.7417355022421649,relu,0.31622776601683794,"(20, 20, 20)","{'MLP__activation': 'relu', 'MLP__alpha': 0.31622776601683794, 'MLP__hidden_layer_sizes': (20, 20, 20)}",83,0.7394464635169135,0.7324399504310913,0.7442667788764991,0.7419521493986659,0.72956616586327,0.7463245132374554,0.7349319165405863,0.7437395354278317,0.7382862437399575,0.7442213627157803,0.02011325882839616,0.00040091675982827237,0.004889008999045238,0.004851987070906257
0.09639954566955566,0.001400327682495117,0.7398287086975281,0.7419513479764732,relu,0.1,"(10,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (10,)}",45,0.7679736278072872,0.7340406131076366,0.7542254015008066,0.7413766103567757,0.7244232551047933,0.7461731653640026,0.7159963876476314,0.7466188007691688,0.7364038328466039,0.7415475502847825,0.03662054350838196,0.0004904889094122875,0.019066403968304037,0.0045317096045096456
0.09340095520019531,0.002399730682373047,0.633293177782533,0.6378474121589357,relu,0.1,"(5,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (5,)}",151,0.4931506849315068,0.49826530791608437,0.5016831474857985,0.49354174213070184,0.7263291228317089,0.7310679895591902,0.7247281939410999,0.7348648470801558,0.7212800394074803,0.7314971741085463,0.05236317545320838,0.002333782196258482,0.11113265123692999,0.11591378422768231
0.07400026321411132,0.0013998985290527345,0.733010590177978,0.7379914231623352,relu,0.1,"(20,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (20,)}",101,0.7334824340695181,0.7344053488719557,0.7422154428781823,0.7426670910946951,0.7342985820344111,0.7346228367124609,0.7292846838605257,0.738908101863699,0.7257544304094389,0.7393537372688653,0.0185148124379373,0.000489278739320565,0.00553414172596807,0.0031229913117548414
0.11719980239868164,0.0018002986907958984,0.7287675318061085,0.7286735991310651,relu,0.1,"(10, 10)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (10, 10)}",123,0.7579908675799086,0.7206640388114008,0.7357107791570238,0.7282650772568777,0.7160198444811934,0.7310614092168661,0.7161957707329087,0.7318901667751203,0.7178084280402988,0.7314873035950603,0.0037088597994278855,0.0007472472948090884,0.01639812545152718,0.004202019130403201
0.17080016136169435,0.0013989925384521485,0.7320817949076659,0.7311468462823387,relu,0.1,"(5, 5)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (5, 5)}",104,0.7679386823222438,0.7412276654274439,0.7371835332070974,0.7470174783852709,0.7244818971886985,0.7292163543441227,0.7163599685678431,0.7145864254849346,0.7143133598395551,0.7236863077699219,0.02998326952244698,0.0004899237015337785,0.019671581041544525,0.011722916437378604
0.14300212860107422,0.001398324966430664,0.7468869345219782,0.7491796123143557,relu,0.1,"(20, 20)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (20, 20)}",19,0.764793588668344,0.7441543403555954,0.7460375902938496,0.7488454459970216,0.7381924164057092,0.7498303733978694,0.7401334693829681,0.7519598452888403,0.7452177380575394,0.7511080565324519,0.052830309278842504,0.0004906690734565321,0.009444584982278896,0.0027289964408067618
0.20479955673217773,0.0017999172210693359,0.751653081767631,0.7554781938218884,relu,0.1,"(10, 10, 10)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (10, 10, 10)}",5,0.7699888174447861,0.7441576361606946,0.7461077214390911,0.7416839547910973,0.7400161852151577,0.7597016180330626,0.7434643397487773,0.765968297372981,0.758635046855025,0.7658794627516066,0.07047215404250055,0.001166280179778265,0.011124201092059742,0.010530926228281274
0.055603408813476564,0.0019968509674072265,0.5003403687852152,0.5003407881188175,relu,0.1,"(5, 5, 5)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (5, 5, 5)}",166,0.5,0.5004262574595055,0.5017006802721089,0.5,0.5,0.5004258943781943,0.5000000000000001,0.5004258943781941,0.5,0.5004258943781941,0.01866776089349614,0.000632734298059223,0.0006804465947509502,0.0001703941174337134
0.1529995918273926,0.0022002696990966798,0.7379776638800586,0.7412983430318204,relu,0.1,"(20, 20, 20)","{'MLP__activation': 'relu', 'MLP__alpha': 0.1, 'MLP__hidden_layer_sizes': (20, 20, 20)}",65,0.741135495294008,0.7307184415675728,0.7459674591486081,0.7410849990304015,0.7312726505049083,0.7463113525528072,0.7314954904237477,0.7445880340130582,0.7399927283815957,0.743788887995262,0.025115840736627714,0.0003995211253631446,0.005741412978817876,0.005552206337675062
0.09459948539733887,0.0014001846313476563,0.7398287086975281,0.7420371848863444,relu,0.03162277660168379,"(10,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (10,)}",45,0.7679736278072872,0.7340406131076366,0.7542254015008066,0.7413766103567757,0.7244232551047933,0.7461731653640026,0.7159963876476314,0.747047985318525,0.7364038328466039,0.7415475502847825,0.010745023047448407,0.0004895341666290159,0.019066403968304037,0.004622460739625573
0.09200224876403809,0.0025983333587646486,0.632949887865969,0.6378467541247033,relu,0.03162277660168379,"(5,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (5,)}",152,0.4931506849315068,0.49826530791608437,0.5016831474857985,0.49354174213070184,0.7246109097732896,0.7319230684867407,0.7247281939410999,0.7344356625307996,0.7212800394074803,0.7310679895591902,0.04669953087574464,0.0014992215957097712,0.11084701874463279,0.1159110741035874
0.0719991683959961,0.0016008853912353516,0.7320000106919785,0.7384235348015422,relu,0.03162277660168379,"(20,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (20,)}",106,0.7334824340695181,0.7339790914124503,0.737166000420787,0.7452539067502352,0.7342985820344111,0.7346228367124609,0.7292846838605257,0.738908101863699,0.7257544304094389,0.7393537372688653,0.021614891063065498,0.0004908749074863611,0.004012959766532756,0.004048516909403298
0.09959950447082519,0.003400278091430664,0.7287675318061085,0.7288453466938571,relu,0.03162277660168379,"(10, 10)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (10, 10)}",123,0.7579908675799086,0.7210935920760055,0.7357107791570238,0.7282650772568777,0.7160198444811934,0.7314905937662224,0.7161957707329087,0.7318901667751203,0.7178084280402988,0.7314873035950603,0.014050073068903959,0.0033824508716270656,0.01639812545152718,0.004090833898945579
0.1679993152618408,0.0012015819549560547,0.7365082269283025,0.7348836152201434,relu,0.03162277660168379,"(5, 5)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (5, 5)}",92,0.7765003261578604,0.7425295084416554,0.7406199593239359,0.7453329381762035,0.7244818971886985,0.7292196445152846,0.7180781816262624,0.7145798451426105,0.7227167704631551,0.7427561398249627,0.052230198675171625,0.00040092556165713156,0.021419277553952554,0.011609895094746643
0.1297999382019043,0.002200412750244141,0.7468869345219782,0.7491782962458909,relu,0.03162277660168379,"(20, 20)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (20, 20)}",19,0.764793588668344,0.7441543403555954,0.7460375902938496,0.7488454459970216,0.7381924164057092,0.7494011888485133,0.7401334693829681,0.7523824494958725,0.7452177380575394,0.7511080565324519,0.03856067765347476,0.0009799979664809272,0.009444584982278896,0.002806819409975188
0.17820124626159667,0.0029976367950439453,0.752001062262157,0.7551442050209691,relu,0.03162277660168379,"(10, 10, 10)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (10, 10, 10)}",2,0.7682764886776627,0.7450134468848051,0.7461077214390911,0.7416839547910973,0.7400161852151577,0.7592724334837064,0.7434643397487773,0.7642680100313662,0.7620949298054256,0.7654831799138705,0.07233995932561739,0.004001739218725028,0.011120713800501078,0.009909501365947388
0.052000570297241214,0.0013998985290527345,0.5003403687852152,0.5003407881188175,relu,0.03162277660168379,"(5, 5, 5)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (5, 5, 5)}",166,0.5,0.5004262574595055,0.5017006802721089,0.5,0.5,0.5004258943781943,0.5000000000000001,0.5004258943781941,0.5,0.5004258943781941,0.005864685628386386,0.0004900574647895137,0.0006804465947509502,0.0001703941174337134
0.15279979705810548,0.0015999794006347657,0.737633786138295,0.7418966407534643,relu,0.03162277660168379,"(20, 20, 20)","{'MLP__activation': 'relu', 'MLP__alpha': 0.03162277660168379, 'MLP__hidden_layer_sizes': (20, 20, 20)}",79,0.741135495294008,0.7311414032219791,0.7442492460901887,0.7423725526784701,0.7312726505049083,0.7467372469310015,0.7314954904237477,0.7454431129406085,0.7399927283815957,0.7437888879952621,0.022445624498603958,0.000490623343490815,0.005285962619074197,0.005576578866712485
0.0922018051147461,0.0015994071960449218,0.7398287086975281,0.7420371848863444,relu,0.01,"(10,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.01, 'MLP__hidden_layer_sizes': (10,)}",45,0.7679736278072872,0.7340406131076366,0.7542254015008066,0.7413766103567757,0.7244232551047933,0.7461731653640026,0.7159963876476314,0.747047985318525,0.7364038328466039,0.7415475502847825,0.006734547635360968,0.0007981595515817963,0.019066403968304037,0.004622460739625573
0.08619885444641114,0.0014000415802001953,0.632949887865969,0.6380165264580109,relu,0.01,"(5,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.01, 'MLP__hidden_layer_sizes': (5,)}",152,0.4931506849315068,0.49826530791608437,0.5016831474857985,0.49396799959020743,0.7246109097732896,0.7323489628649348,0.7247281939410999,0.7348615569089938,0.7212800394074803,0.7306388050098338,0.04340721267382772,0.0004885822165806463,0.11084701874463279,0.11587651715717662
0.07960124015808105,0.0011992454528808594,0.7320000106919785,0.7384235348015422,relu,0.01,"(20,)","{'MLP__activation': 'relu', 'MLP__alpha': 0.01, 'MLP__hidden_layer_sizes': (20,)}",106,0.7334824340695181,0.7339790914124503,0.737166000420787,0.7452539067502352,0.7342985820344111,0.7346228367124609,0.7292846838605257,0.738908101863699,0.7257544304094389,0.7393537372688653,0.038583936003680395,0.0004000707803422348,0.004012959766532756,0.004048516909403298
