,0,1,2,3,4
50,1.0,1.0,1.0,1.0,1.0
100,0.9505050505050505,0.9543650793650795,0.9543650793650795,0.9543650793650795,0.9543650793650795
2279,0.8266022556598623,0.827055098380038,0.827055098380038,0.827055098380038,0.827055098380038
4558,0.8241895329643655,0.8172968192299187,0.8197660614299123,0.8197660614299123,0.8197660614299123
6837,0.8235052853937089,0.8185615087360897,0.8189148758430049,0.8189148758430049,0.8189148758430049
9116,0.8201661090685453,0.8139712170065575,0.8150603567179423,0.8173050574037083,0.8173050574037083
11396,0.8110198794723319,0.8100580259198428,0.8155325070367752,0.8198049648123542,0.8198049648123542
13675,0.8172776445404726,0.8139471317152384,0.8160977908548369,0.8131397168019875,0.8122770336301867
15954,0.8146688984983109,0.8172479475002207,0.8189240525788206,0.8186644441322944,0.8163545282060374
