mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_Boost__base_estimator__alpha,param_Boost__n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.3932032108306885,0.023400259017944337,0.7570811786313061,0.9382081376857517,-1,1,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 1}",107,0.7612789453546648,0.9361184547828734,0.7547185947605612,0.9379331569404271,0.7565933753629436,0.9390749510589154,0.7467876433241734,0.9378270533695757,0.7660290018495003,0.940087072276967,0.021940392571479117,0.015278174870551402,0.006471948820295857,0.0013318689817603884
0.6272029399871826,0.012396955490112304,0.7570811786313061,0.9382081376857517,-1,2,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 2}",107,0.7612789453546648,0.9361184547828734,0.7547185947605612,0.9379331569404271,0.7565933753629436,0.9390749510589154,0.7467876433241734,0.9378270533695757,0.7660290018495003,0.940087072276967,0.0672817860633452,0.0037713110939756466,0.006471948820295857,0.0013318689817603884
1.4740009784698487,0.028600740432739257,0.7570811786313061,0.9382081376857517,-1,5,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 5}",107,0.7612789453546648,0.9361184547828734,0.7547185947605612,0.9379331569404271,0.7565933753629436,0.9390749510589154,0.7467876433241734,0.9378270533695757,0.7660290018495003,0.940087072276967,0.22343697256194348,0.016082177269671222,0.006471948820295857,0.0013318689817603884
1.7338054656982422,0.021396160125732422,0.7570811786313061,0.9382081376857517,-1,10,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 10}",107,0.7612789453546648,0.9361184547828734,0.7547185947605612,0.9379331569404271,0.7565933753629436,0.9390749510589154,0.7467876433241734,0.9378270533695757,0.7660290018495003,0.940087072276967,0.34913457354589095,0.007232429405521527,0.006471948820295857,0.0013318689817603884
1.831000280380249,0.01719975471496582,0.7570811786313061,0.9382081376857517,-1,20,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 20}",107,0.7612789453546648,0.9361184547828734,0.7547185947605612,0.9379331569404271,0.7565933753629436,0.9390749510589154,0.7467876433241734,0.9378270533695757,0.7660290018495003,0.940087072276967,0.25681642706124036,0.004307297323063091,0.006471948820295857,0.0013318689817603884
1.8650010585784913,0.024999523162841798,0.7570811786313061,0.9382081376857517,-1,30,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 30}",107,0.7612789453546648,0.9361184547828734,0.7547185947605612,0.9379331569404271,0.7565933753629436,0.9390749510589154,0.7467876433241734,0.9378270533695757,0.7660290018495003,0.940087072276967,0.30402399213169984,0.009445506696844595,0.006471948820295857,0.0013318689817603884
1.7540018558502197,0.024398946762084962,0.7570811786313061,0.9382081376857517,-1,45,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 45}",107,0.7612789453546648,0.9361184547828734,0.7547185947605612,0.9379331569404271,0.7565933753629436,0.9390749510589154,0.7467876433241734,0.9378270533695757,0.7660290018495003,0.940087072276967,0.16984913320496994,0.007060699367738049,0.006471948820295857,0.0013318689817603884
1.8409942626953124,0.028800487518310547,0.7570811786313061,0.9382081376857517,-1,60,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 60}",107,0.7612789453546648,0.9361184547828734,0.7547185947605612,0.9379331569404271,0.7565933753629436,0.9390749510589154,0.7467876433241734,0.9378270533695757,0.7660290018495003,0.940087072276967,0.3342531697782784,0.009682237569285426,0.006471948820295857,0.0013318689817603884
1.7337901592254639,0.027200698852539062,0.7570811786313061,0.9382081376857517,-1,80,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 80}",107,0.7612789453546648,0.9361184547828734,0.7547185947605612,0.9379331569404271,0.7565933753629436,0.9390749510589154,0.7467876433241734,0.9378270533695757,0.7660290018495003,0.940087072276967,0.4391065682495529,0.012905700582935876,0.006471948820295857,0.0013318689817603884
1.6570032596588136,0.01679835319519043,0.7570811786313061,0.9382081376857517,-1,100,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 100}",107,0.7612789453546648,0.9361184547828734,0.7547185947605612,0.9379331569404271,0.7565933753629436,0.9390749510589154,0.7467876433241734,0.9378270533695757,0.7660290018495003,0.940087072276967,0.1847861462405541,0.0034282617969762824,0.006471948820295857,0.0013318689817603884
5.555599641799927,0.008400154113769532,0.7790129123137518,0.8783840413330394,-0.001,1,"{'Boost__base_estimator__alpha': -0.001, 'Boost__n_estimators': 1}",72,0.8006832837830227,0.8882575404216194,0.771803583937384,0.8548361011251324,0.7735273189834793,0.9017313312873388,0.7696805542394475,0.8751861511399275,0.7793679293501458,0.8719090826911788,0.6560901396499552,0.0007991439025212155,0.011304468376982702,0.015806574654861124
11.886797189712524,0.010600566864013672,0.7790129123137518,0.8783840413330394,-0.001,2,"{'Boost__base_estimator__alpha': -0.001, 'Boost__n_estimators': 2}",72,0.8006832837830227,0.8882575404216194,0.771803583937384,0.8548361011251324,0.7735273189834793,0.9017313312873388,0.7696805542394475,0.8751861511399275,0.7793679293501458,0.8719090826911788,1.081467444785719,0.001854723129158258,0.011304468376982702,0.015806574654861124
