param_Boost__n_estimators,test acc,train acc
1,0.7552038155802863,0.7608523037970891
2,0.7552038155802863,0.7608523037970891
5,0.7919224165341813,0.801630139628606
10,0.7847783783783784,0.8150229967714631
20,0.7847783783783784,0.8150229967714631
30,0.7847783783783784,0.8150229967714631
40,0.7847783783783784,0.8150229967714631
50,0.7847783783783784,0.8150229967714631
