,0,1,2,3,4
50,1.0,1.0,1.0,1.0,1.0
100,1.0,1.0,1.0,1.0,1.0
120,1.0,1.0,1.0,1.0,1.0
241,1.0,1.0,1.0,1.0,1.0
362,1.0,1.0,1.0,1.0,1.0
483,1.0,1.0,1.0,1.0,1.0
604,1.0,1.0,1.0,1.0,1.0
725,1.0,1.0,1.0,1.0,1.0
846,1.0,1.0,1.0,1.0,1.0
