,train,test
0.1,1.7969135999999963,0.0031406000000018253
0.2,1.7903124999999989,0.007760900000000959
0.3,1.3129512000000005,0.0050425999999959
0.4,1.0331504000000038,0.004037600000003749
0.5,0.7526841999999974,0.004938499999994406
0.6,1.0079575999999975,0.0070926000000000045
0.7,0.6571379999999962,0.009004300000000853
0.8,0.19779529999999568,0.0036345000000039818
0.9,0.09482209999998759,0.002921499999999355
