mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__n_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.008378314971923827,0.0050434631703017855,0.001425313949584961,0.00047961623020790855,1,{'SVM__n_iter': 1},0.7701907273630699,0.6891338031688908,0.8519249032069546,0.7318784579243418,0.7853654704162686,0.7656698539369526,0.05451068104609581,40,0.6652439490543248,0.7320664582689246,0.8077554494482805,0.7346241779548777,0.7597860597387665,0.7398952188930348,0.046179090278121684
0.008135414123535157,0.0012760108504302893,0.0017109394073486328,0.0004291101380858183,6,{'SVM__n_iter': 6},0.757577494935596,0.8024710582065507,0.7885932231411314,0.8518768431049133,0.7703058646454873,0.794174103310004,0.03269201419949276,39,0.8109158601287403,0.8451133019591678,0.7922630239046715,0.8464081160615117,0.7884145645036056,0.8166229733115393,0.024982178281919534
0.013776731491088868,0.006241481974429854,0.0017370223999023438,0.00034443098915406156,11,{'SVM__n_iter': 11},0.8757329052478692,0.8768238808724639,0.831339800300664,0.870372292774452,0.7829299658036958,0.847569887066529,0.03629001110712197,34,0.8702914239407978,0.9040393283943831,0.861120843972687,0.8875319371447983,0.8406355965958443,0.8727238260097021,0.021772189067187493
0.015757274627685548,0.0051275839982459605,0.0015618324279785157,0.0005394913860652815,16,{'SVM__n_iter': 16},0.8429881894278178,0.8938813722889296,0.8166045730148295,0.8645262619621592,0.8554265441057893,0.854674486993136,0.025392577146814036,29,0.8073628121034203,0.8913711884396505,0.843386272466689,0.8730784468643011,0.8972577101707164,0.8624912860089555,0.0333436385716447
0.015999650955200194,0.0035215017078704795,0.0014044761657714844,0.0004950490766611503,21,{'SVM__n_iter': 21},0.8316630355846042,0.819017190137298,0.922006144003445,0.9042066046114628,0.7545267719433177,0.8464236460640935,0.060682670209020795,36,0.8004028867177346,0.8567910564544139,0.8696714109595839,0.8737211974091506,0.8332847443572003,0.8467742591796167,0.02714046595535286
0.019599103927612306,0.004881433124932095,0.001650238037109375,0.00048086654035245585,26,{'SVM__n_iter': 26},0.8630967396705271,0.8617157071947895,0.7878281063166355,0.7641114071613396,0.8096874366830825,0.8173383423876649,0.03959880423643949,38,0.8773566961760165,0.8837922282146115,0.8346683765968573,0.8180388474765171,0.8172129507257394,0.8462138198379483,0.028810387915457206
0.02220888137817383,0.006581746604058262,0.000983858108520508,4.357848155291197e-05,31,{'SVM__n_iter': 31},0.89102549401827,0.8909112579827828,0.8891695598848096,0.93212375668516,0.8130016250480693,0.883368976095734,0.03858294810748755,9,0.8277871045670688,0.9037028385604524,0.9263423142836423,0.9021243592532796,0.8972016828821877,0.8914316599093262,0.03336942319972584
0.020000410079956055,0.0027550892548769165,0.0016724109649658204,0.0004654272547655834,36,{'SVM__n_iter': 36},0.9033711730306158,0.8340773037129312,0.8224506038271221,0.8987758130808063,0.8578827236301836,0.863353638633525,0.03294565723152919,22,0.817149672033393,0.8716917240142138,0.8395094637765794,0.87314623338257,0.8773628639134353,0.8557719914240384,0.023569562171695452
0.022438526153564453,0.0022868653697326454,0.0015544414520263672,0.0005846024026295081,41,{'SVM__n_iter': 41},0.8747582463784734,0.837560699908878,0.8832293312725162,0.8625538753743881,0.7861531845566678,0.8489762146816117,0.034855526148413495,32,0.8890257327645522,0.8735276088840033,0.8973603716044719,0.8926151626532927,0.9055411108327743,0.8916139973478188,0.010600039625456803
0.025912380218505858,0.0007830153791595416,0.0013159751892089845,0.0003581037724529756,46,{'SVM__n_iter': 46},0.9235599892978633,0.8582822935049654,0.8157913960882922,0.8375357086558166,0.8756569453231281,0.8621937292416937,0.036723850610255106,24,0.8889757350580249,0.9128492856842965,0.9019045110859202,0.866878881217104,0.8754582960217986,0.8892133418134287,0.01677980626824207
0.02304363250732422,0.0029915096039199013,0.0014132976531982422,0.00048780032032194224,51,{'SVM__n_iter': 51},0.8689790926117036,0.8395311640925677,0.813842078349501,0.896547746750176,0.8316772728964311,0.8501615751731271,0.02926340692571871,31,0.8772981361711236,0.8634962728865377,0.8465021622219933,0.8761793747304378,0.8701738549557876,0.8667299601931759,0.011246854974560008
0.02982039451599121,0.005628492918269131,0.0016015529632568359,0.00046646302476000315,56,{'SVM__n_iter': 56},0.8462370523258036,0.8071809482065891,0.8422225298068754,0.8703722927744519,0.9046473066792371,0.8540419303960819,0.0322724087239576,30,0.8775502652783512,0.8158176176244948,0.8599031294012575,0.8815314562269323,0.9000242824907886,0.8669653502043648,0.028576460195189585
0.03665051460266113,0.009400263793771582,0.0015793323516845703,0.0004421714696118451,61,{'SVM__n_iter': 61},0.9030692198906852,0.791076969214621,0.9091491055053809,0.8545701312233025,0.8248132021716927,0.8566266921364123,0.04524956417056527,25,0.8755541794718896,0.786414757308234,0.8808793926694377,0.8875412501574435,0.8723057712666151,0.860539070174724,0.03741969792162725
0.03558187484741211,0.004731149624835956,0.0018894195556640625,0.0004573564754835617,66,{'SVM__n_iter': 66},0.8654512097236555,0.8933469439542314,0.9017709186400146,0.865222172239716,0.8744743403669383,0.8800502680568506,0.014928019051037153,12,0.8860362674495054,0.8866354451734548,0.8882328558505949,0.8759179996870218,0.9188116600105768,0.8911268456342307,0.014506686619075497
0.038420581817626955,0.003745686538500681,0.001802682876586914,0.00040687939404978463,71,{'SVM__n_iter': 71},0.8375339219508466,0.8960844473664986,0.870651041366291,0.8585379732478248,0.8944359677305976,0.8713825914712223,0.022159706726944294,19,0.8965400669694051,0.9119416486322467,0.8874774331199738,0.8784363299096561,0.8977708337532381,0.8944332624769039,0.011192917462061759
0.03554315567016601,0.004769848800723375,0.0014519214630126954,0.0005502268453567456,76,{'SVM__n_iter': 76},0.9065971027787333,0.8439642279048486,0.9039739937175836,0.9027686463583899,0.8239117760162754,0.8763548256993361,0.03510176411884448,16,0.8872877390945371,0.8670930805079409,0.844540170000649,0.9041370386909875,0.8902154279237127,0.8786546912435655,0.020760547110572562
0.04024415016174317,0.004030736921169415,0.0013113975524902343,0.0007900438664199148,81,{'SVM__n_iter': 81},0.7862018881626726,0.8459366144926198,0.8175081029332042,0.8993121638195862,0.7894446305186508,0.8277096239945366,0.041839148643695506,37,0.8186006758099782,0.8843653601731303,0.8581760999087784,0.9003426730636377,0.8707637611178777,0.8664497140146803,0.02773552667704766
0.04018220901489258,0.006658059694695558,0.0014462947845458984,0.0004604943952032263,86,{'SVM__n_iter': 86},0.895352214960058,0.8642225221172588,0.8899116078603259,0.8879161524235747,0.8916737995112451,0.8858134561282659,0.011075334568273337,6,0.8878085103129825,0.8920740918858469,0.926460788018275,0.878661826953538,0.930644215440401,0.9031298865222086,0.021246319038740292
0.0472318172454834,0.002678625088550497,0.0013584136962890626,0.0005457042354815084,91,{'SVM__n_iter': 91},0.8573290524786913,0.8242153707740751,0.8619944557866287,0.8834830886112938,0.8472992362687572,0.8548787939854815,0.019357870627826054,28,0.8627093558399461,0.8560919698166786,0.9019947404379408,0.9008690872865929,0.9051652361112311,0.8853660778984779,0.021350235793992443
0.04843549728393555,0.0035086366403541537,0.001419973373413086,0.0004755219297756202,96,{'SVM__n_iter': 96},0.8633986928104576,0.8866858138113198,0.8140977580923601,0.8829736515296568,0.7924424927327685,0.8480242586266941,0.03787944956171475,33,0.8686528140910967,0.8969188432016916,0.8954473872037679,0.9005344295207235,0.8460056982271862,0.8815118344488931,0.02106881480537604
0.05677542686462402,0.010467763637385101,0.0011362075805664063,0.00040086437020318887,101,{'SVM__n_iter': 101},0.9329702251270879,0.8597913807090596,0.9190590985462782,0.8454483238558811,0.8293451428429658,0.8774482293971125,0.04114470132331091,14,0.8880178279283826,0.9156305176737315,0.9337147088347665,0.834690972102947,0.8902883713743025,0.8924684795828262,0.033467993601546356
0.05218338966369629,0.005740854118165888,0.0014902591705322266,0.0004345069492733592,106,{'SVM__n_iter': 106},0.8830065359477124,0.8887062605011322,0.8827410406357776,0.8832524001214959,0.8602500010337456,0.8796260679800886,0.009894562169636918,13,0.866107059309206,0.9143582990774772,0.8854948301329394,0.9058283428562705,0.8748494341603777,0.8893275931072543,0.018233547828231438
0.054242944717407225,0.004505367622896459,0.0013905048370361328,0.0005370128643773653,111,{'SVM__n_iter': 111},0.8774146695715322,0.9158333044972721,0.8913726349623786,0.8377663971456144,0.9125595954333255,0.8869391009663811,0.028347419974661524,4,0.85413513141599,0.8879039996335863,0.8950809735915023,0.8599144271543022,0.937076436098178,0.8868221935787117,0.0296220815258671
0.048745346069335935,0.0054025671728286356,0.001255178451538086,0.0004650386893553105,116,{'SVM__n_iter': 116},0.8884837365745518,0.8617387760437693,0.8770564917663434,0.936579889346421,0.8187265081314427,0.8766225789669508,0.038178893423965236,15,0.8808340595997126,0.8902963751770044,0.9003747342547109,0.9163108256138381,0.858685741378996,0.8893003472048525,0.019298353193053404
0.05379705429077149,0.007936114792766694,0.0013961315155029297,0.000540285568431707,121,{'SVM__n_iter': 121},0.884967320261438,0.8449850244722039,0.8995428523093841,0.8325932077618987,0.8140271006744156,0.855315852311756,0.032114945720283644,27,0.8894319832423591,0.8678466711705005,0.9094628605452693,0.8656742964667805,0.8703318591078057,0.8805495341065429,0.016744638857818434
0.058374977111816405,0.014028011444457733,0.0013841152191162109,0.0005193625220737266,126,{'SVM__n_iter': 126},0.8854336276420899,0.8518768431049132,0.8773102491051211,0.8975704657216127,0.868906586613408,0.8762392732205991,0.01542003059663929,17,0.8563510848126233,0.873674327001248,0.9205317577548006,0.9155911282104131,0.8709777925584243,0.8874252180675019,0.025747108702842015
0.057282114028930665,0.005517326716160865,0.001581096649169922,0.0004770330884849597,131,{'SVM__n_iter': 131},0.9478576615831519,0.8543375203294231,0.9308934180729055,0.8741094463091764,0.8393869475146689,0.8894480167646076,0.042671882575535995,2,0.9198675901717047,0.9232284092687376,0.9365354829598587,0.8941111988977057,0.8940132862656122,0.9135511935127238,0.01686099726089991
0.06682538986206055,0.011562384131540662,0.0015758514404296876,0.0004702738294844558,136,{'SVM__n_iter': 136},0.8764285441272026,0.8887062605011322,0.9155776247544131,0.8358190018109045,0.7989344150447197,0.863210334577108,0.04104220791524393,23,0.879059829059829,0.9030019198546559,0.8976498383581618,0.8764067038423812,0.8730518819890144,0.8858340346208085,0.012103696574625279
0.07027955055236816,0.005603410294563939,0.0011181831359863281,0.0003664246136931464,141,{'SVM__n_iter': 141},0.878389328440928,0.8323605968680192,0.915577624754413,0.8889138801419503,0.8882583040783331,0.8806855321893514,0.027150235700898334,11,0.8486031221809397,0.8870433856617773,0.8804471772793026,0.8835310058435337,0.8861386328669753,0.8771526647665058,0.014458128592371448
0.07378826141357422,0.0021535984006842185,0.0016048908233642577,0.0004950704839485812,146,{'SVM__n_iter': 146},0.9255207736115889,0.8787731986112554,0.8812319534316836,0.9170867119585067,0.814184230004259,0.8835086801298496,0.039242647449245716,8,0.8983511459718974,0.938373352570048,0.8773031958137245,0.8941844816201588,0.903251190369929,0.9022926732691514,0.020042387914585964
0.06917428970336914,0.009601386311323274,0.0009671211242675781,0.00010636735422881418,151,{'SVM__n_iter': 151},0.8787944807552651,0.8913976262154399,0.9151143253707358,0.8968514865950763,0.7817246184445023,0.8729321085939395,0.04687450486404666,18,0.9008508784000734,0.9288774384635056,0.9252842949782252,0.8975521280615576,0.8909179885267631,0.9086965456860249,0.015389941480672298
0.07196331024169922,0.004568842178527627,0.001227998733520508,0.00039197402544338515,156,{'SVM__n_iter': 156},0.8679929671673737,0.8931143330603519,0.8444736649864855,0.8286945722843159,0.7987318009088692,0.8466983500909343,0.03232632496700483,35,0.9066244667675796,0.9112988980873972,0.8580783896121741,0.8583057187241173,0.8825604446863096,0.8833735835755154,0.02275668095528293
0.07361516952514649,0.005254875293571805,0.0013854503631591797,0.0005096730126287734,161,{'SVM__n_iter': 161},0.9043572984749455,0.9096604649910992,0.8940889919297478,0.872088999619364,0.8681168049818269,0.8897103086912997,0.01677320105774129,1,0.8894839686252923,0.9162225810022175,0.9216535940976875,0.8682169015912276,0.8568075674990859,0.8904769225631022,0.02555364450741508
0.07482142448425293,0.0032873350030242416,0.001773691177368164,0.000444141436414011,166,{'SVM__n_iter': 166},0.9203340595497458,0.9163446639829905,0.8437085481619895,0.9005175111787797,0.834540748183709,0.8832002242175585,0.03659607957043939,10,0.9126212864853296,0.9093030126069183,0.8941675349905915,0.8949380722827187,0.8963636730098676,0.9014787158750852,0.007845680941680191
0.06819167137145996,0.005633824333916629,0.0016759395599365234,0.00041500709499110337,171,{'SVM__n_iter': 171},0.8946565760807246,0.8785886478194169,0.8644782018601184,0.9091491055053806,0.8069707532697374,0.8708939536204324,0.035180512236314014,20,0.8882996192835192,0.8976704491238516,0.9008709193546541,0.8935568456368154,0.8322081086243153,0.8825211884046311,0.025506056995254774
0.0817833423614502,0.004325697704135076,0.0011479377746582032,0.00043474170756102793,176,{'SVM__n_iter': 176},0.8689790926117035,0.8463999138762971,0.8488836599497869,0.9061789911992341,0.8737073011383606,0.8688218465789721,0.021547363628770532,21,0.8641543965873125,0.8988826674910974,0.8781375501433212,0.8866017045866588,0.8813925096674067,0.8818337656951594,0.011312074098588447
0.08365073204040527,0.010218750504711317,0.0013782501220703125,0.0005124963034603249,181,{'SVM__n_iter': 181},0.8667278217329817,0.8511347951293969,0.8515980945130744,0.8691900142642383,0.8393642051116653,0.8556390509953168,0.011017244292016618,26,0.8896281516138405,0.9064410169504463,0.8805467196439681,0.9010925995900748,0.8988759030351194,0.8953168781666898,0.009168328879728802
0.08400559425354004,0.007381396116394605,0.0010785102844238282,0.000653871089794265,186,{'SVM__n_iter': 186},0.9079883805374,0.838533436374192,0.9249762583095918,0.8624827464233672,0.8969148896579957,0.886179421618228,0.031409672030298756,5,0.8762408452211673,0.862359321982145,0.9169273165164753,0.863567570868591,0.8906826019312739,0.8819555313039306,0.02026807178034642
0.06850614547729492,0.017354695447945934,0.0010949134826660155,0.00048382861176175324,191,{'SVM__n_iter': 191},0.910239651416122,0.9039989849706449,0.8968034264930351,0.8946234202644459,0.8113104172610703,0.8835366308643349,0.036366492233978184,7,0.86497270767396,0.887588273237684,0.8949907442394819,0.8824071847602473,0.8952416875659249,0.8850401194954596,0.01112846237285502
0.08818535804748535,0.006579565696360151,0.000984954833984375,4.171314117009592e-05,196,{'SVM__n_iter': 196},0.9119099491648511,0.8422705899089163,0.9123748995543868,0.9306377383300459,0.841731482515227,0.887881070783047,0.03796395059757975,3,0.8978126385639803,0.8817700830919202,0.9198270222405429,0.8994464864369711,0.8880129676179069,0.8973738395902643,0.012959451852294931
