,train,test
0.1,45.22579760000008,0.010542900000018562
0.2,36.12729070000023,0.017601900000045134
0.3,27.836347099999784,0.021600199999738834
0.4,19.959139099999902,0.027158200000030774
0.5,13.912666400000035,0.02855890000000727
0.6,8.772372399999767,0.02608600000030492
0.7,4.9265708999996605,0.022743099999843253
0.8,2.23975530000007,0.019875800000136223
0.9,0.6210970000001907,0.011621100000411388
