,train,test
0.1,0.004019299998617498,0.07707550000122865
0.2,0.003974500003096182,0.07705370000257972
0.3,0.0035528000007616356,0.0863718999971752
0.4,0.00320339999962016,0.07284280000021681
0.5,0.00230349999765167,0.09741380000195932
0.6,0.0022790000002714805,0.10610020000240183
0.7,0.0019995000002381857,0.14289069999722415
0.8,0.0013330000001587905,0.026671700001315912
0.9,0.0013206000003265217,0.06322540000110166
