,test,train
0.1,0.04112139999999975,0.005312200000000544
0.2,0.07042019999999916,0.004126399999998753
0.3,0.09560579999999952,0.005840799999999646
0.4,0.13988460000000025,0.00369399999999942
0.5,0.1366966999999999,0.0035826999999990505
0.6,0.1594439999999988,0.0024610000000002685
0.7,0.1384684000000007,0.002064800000001199
0.8,0.13717350000000117,0.00270249999999983
0.9,0.13250900000000065,0.001110699999999909
