,test,train
0.1,4.401333900001191,1982.8027258000002
0.2,7.846674599997641,2015.0923275999994
0.3,6.333496999999625,1096.6845345000002
0.4,7.066417899997759,667.0244879999991
0.5,7.386349299998983,504.1909575999998
0.6,7.078822100000252,298.3057396999975
0.7,6.324651499999163,167.93928750000123
0.8,4.824134700000286,81.24069690000033
0.9,2.7397841999991215,20.52912610000203
