,test,train
0.1,0.06735329999999995,1.0773958
0.2,0.11617370000000005,0.9956514000000001
0.3,0.13583999999999996,0.8642702999999998
0.4,0.15464569999999966,0.7287815000000002
0.5,0.16143149999999995,0.7950736000000003
0.6,0.16718520000000048,0.46951639999999983
0.7,0.14729449999999922,0.3786719999999999
0.8,0.13668380000000013,0.27090950000000014
0.9,0.8152004999999996,0.21593480000000032
