,test,train
0.1,0.0005798999999999666,0.6932758000000003
0.2,0.00042050000000060095,0.6282378000000008
0.3,0.0003638999999999726,0.5345469999999999
0.4,0.00045759999999894774,0.48636060000000114
0.5,0.000605099999999581,0.39345980000000047
0.6,0.000618400000000463,0.2870760000000008
0.7,0.0005696999999997843,0.20078940000000145
0.8,0.0006033999999992545,0.14269149999999975
0.9,0.0007003999999994903,0.10652570000000061
