mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__metric,param_KNN__n_neighbors,param_KNN__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0030025959014892576,0.0006387650201056013,0.013995933532714843,0.0006324013041156405,manhattan,19,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 19, 'KNN__weights': 'uniform'}",0.7742040285899936,0.8105451553494739,0.7438511905448477,0.8211741275169075,0.694067127303702,0.7688963970767365,0.046227922257191495,47,0.8292657829151568,0.8268132321115729,0.8264542994438911,0.8265275821663441,0.827206443402121,0.8272534680078172,0.0010402894686194772
0.0029976367950439453,3.3717478808715227e-06,0.029999494552612305,0.018783425010192336,manhattan,19,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 19, 'KNN__weights': 'distance'}",0.9353246951802163,0.9076400183012868,0.8602066199906957,0.9224694433871222,0.8657495275782648,0.8983625139072949,0.030177861629941457,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0029991626739501952,3.336497437388592e-06,0.024399375915527342,0.019814938009787952,manhattan,22,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 22, 'KNN__weights': 'uniform'}",0.7618583495776479,0.806344702431072,0.7396507376264462,0.7893122022676677,0.694067127303702,0.758355780763401,0.039315887350021346,50,0.7925969756738988,0.7838646712392032,0.8077707166821249,0.7828799346562393,0.845801144636305,0.8025826885775542,0.023379596776133302
0.0032029151916503906,0.000396719689454421,0.03359365463256836,0.021639843663399157,manhattan,22,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 22, 'KNN__weights': 'distance'}",0.9177808355310936,0.901467178795114,0.8488355998477457,0.9007251308195978,0.8326800061197738,0.880407525717714,0.033224353648553716,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0028015613555908204,0.000400737720900234,0.06079883575439453,0.024144154973002322,manhattan,25,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 25, 'KNN__weights': 'uniform'}",0.7556855100714751,0.7878261839125537,0.6941897259036262,0.8016578812800135,0.6983840488920314,0.7476367312876218,0.044427569085946715,52,0.7788502056480591,0.7869654464330016,0.7798393123637878,0.7731397448081864,0.8092463981771817,0.7856082214860434,0.012609674524203035
0.0032021522521972655,0.0009833337263829187,0.03779826164245605,0.026706912953757836,manhattan,25,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 25, 'KNN__weights': 'distance'}",0.887891296869625,0.9076400183012868,0.8446351469293442,0.9007251308195978,0.8389693142958745,0.8760432524520134,0.028640821498548137,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0027982711791992186,0.0003992118279379895,0.024000835418701173,0.017515926959288507,manhattan,28,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 28, 'KNN__weights': 'uniform'}",0.7495126705653022,0.775480504900208,0.6724454133361016,0.7974574283616119,0.6858054325398302,0.7362346175629652,0.04912560999418543,55,0.7529070531932787,0.7579215187844228,0.747330027977206,0.7588273237684113,0.7920884909631702,0.7618148829372978,0.01568270124106166
0.0031976699829101562,0.0004013780850770096,0.04820008277893066,0.027295251161269584,manhattan,28,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 28, 'KNN__weights': 'distance'}",0.876520276726675,0.8797228662275894,0.8569808259416898,0.894552291313425,0.8224231823651272,0.8661207105169785,0.024826392765489178,22,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.012202930450439454,0.017908061332391177,0.02679753303527832,0.023100171952472794,manhattan,31,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 31, 'KNN__weights': 'uniform'}",0.7124756335282652,0.7384434678631709,0.6620721209115272,0.7633674367817418,0.6732268161876289,0.7099799065484348,0.03822951310625255,59,0.740710670764338,0.7339421906190481,0.7454394864102535,0.7344289100340079,0.7665899560707667,0.744222242779683,0.011964248882735009
0.0027992725372314453,0.00040304687241052246,0.034601783752441405,0.022387613958735463,manhattan,31,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 31, 'KNN__weights': 'distance'}",0.8940641363757978,0.8654048006274727,0.8569808259416898,0.8903518383950233,0.8409417008836456,0.8696162612677643,0.020122781027527716,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.01699862480163574,0.028510982054730523,0.026398849487304688,0.02035382206655607,manhattan,34,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 34, 'KNN__weights': 'uniform'}",0.681611435997401,0.7322706283569982,0.6230626972867189,0.7406484653448218,0.6209172217880491,0.6798009144712379,0.05123962391733123,64,0.7237360671528831,0.711385463303295,0.726834835247463,0.7192163328867669,0.7230551932377584,0.7208455783656332,0.005315199697696474
0.002799367904663086,0.0003998887471371804,0.026999950408935547,0.022008438454888965,manhattan,34,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 34, 'KNN__weights': 'distance'}",0.887891296869625,0.8654048006274727,0.8137709493984798,0.8903518383950233,0.8181062607767977,0.8551933532867051,0.03316145649701495,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0026011943817138674,0.0004916793100034598,0.045600080490112306,0.024823418907681038,manhattan,37,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 37, 'KNN__weights': 'uniform'}",0.6640675763482781,0.701406430826134,0.6188622443683174,0.7436185796509683,0.5957599890836465,0.6648565211789068,0.05366979112197042,67,0.6960917694906962,0.6729602784743455,0.700046030710041,0.6887009492402644,0.7042218661430096,0.6924041788116714,0.010985746482604853
0.013399791717529298,0.020304227349205006,0.03460092544555664,0.02361703963780943,manhattan,37,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 37, 'KNN__weights': 'distance'}",0.8528035775713795,0.8550315082028982,0.8199437889046527,0.8799785459704488,0.7602289126236877,0.8337345230805675,0.04126219500048179,26,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0031984329223632814,0.00039932848453424905,0.03559961318969727,0.023653115165840163,manhattan,40,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 40, 'KNN__weights': 'uniform'}",0.5981156595191682,0.675717345083067,0.5766270266945032,0.7569389175327096,0.525304024578335,0.6266845551489214,0.08113691767329835,73,0.6545650811124872,0.6415146622697033,0.668600414505399,0.6588602246573462,0.6913838188391819,0.6629848402768236,0.01665478909715292
0.0025997161865234375,0.0004889105582252917,0.04400014877319336,0.02323934316826299,manhattan,40,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 40, 'KNN__weights': 'distance'}",0.8391812865497077,0.8508310552844965,0.7962270897493571,0.8799785459704488,0.7539396044475871,0.8241599974541282,0.044118181952275265,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.003401517868041992,0.0004877432778346222,0.04359879493713379,0.0326610539543136,manhattan,43,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 43, 'KNN__weights': 'uniform'}",0.5919428200129955,0.6364291728664198,0.5714519149067058,0.684814161197427,0.5520842378607255,0.6074231369732057,0.047774043119049585,76,0.6093734232374662,0.6126774529673777,0.6535889068278887,0.6253718525643228,0.6706924732916597,0.6343408217777432,0.023937611797007177
0.003000831604003906,2.119647099580085e-06,0.0481992244720459,0.0253256323020555,manhattan,43,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 43, 'KNN__weights': 'distance'}",0.815464587394412,0.8157433359862509,0.7559642586633141,0.8582342334029244,0.7354210859290685,0.7962819501642027,0.04448246973367394,37,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.002998495101928711,3.5574736506642315e-06,0.05059938430786133,0.04144790626013523,manhattan,46,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 46, 'KNN__weights': 'uniform'}",0.5981156595191681,0.5704772560373098,0.5363641956084602,0.673466209903457,0.5272764111661062,0.5812430918427927,0.05257516000524053,81,0.5978768558017217,0.581930923400471,0.6121963824289406,0.5903330928744005,0.646975774136364,0.6058626057283796,0.022838882346790983
0.002803325653076172,0.0004036750008769391,0.01699519157409668,0.0008884536727985714,manhattan,46,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 46, 'KNN__weights': 'distance'}",0.826835607537362,0.8271143561292008,0.7497914191571413,0.8582342334029244,0.731104164340739,0.7987509794674598,0.04915290216787907,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0027999401092529295,0.0007492725179140552,0.042604255676269534,0.026379643723636256,manhattan,49,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 49, 'KNN__weights': 'uniform'}",0.5373619233268355,0.5581315770249642,0.4889307972978689,0.6084889519437428,0.5229594895777769,0.5432031809955326,0.03969325528508892,87,0.5580361757105944,0.5699412593177836,0.5773643410852713,0.5726342466955981,0.6396859880430328,0.5835324021704561,0.028791723478763454
0.0027994632720947264,0.0004001673399385654,0.0362027645111084,0.022719293138100945,manhattan,49,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 49, 'KNN__weights': 'distance'}",0.8154645873944119,0.8095704964800782,0.7137290409895,0.8621790065784667,0.7082687242338911,0.7819918909947088,0.060631342977092294,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.010999107360839843,0.015007499977323124,0.009399890899658203,0.0004891039624709327,euclidean,1,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 1, 'KNN__weights': 'uniform'}",0.9336543974314873,0.907895698044146,0.8683518460846398,0.9266698963055238,0.9504298314167688,0.9173591387104869,0.028044523362489616,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.013401126861572266,0.01832488170276926,0.008999061584472657,0.0008931425679251897,euclidean,1,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 1, 'KNN__weights': 'distance'}",0.9336543974314873,0.907895698044146,0.8683518460846398,0.9266698963055238,0.9504298314167688,0.9173591387104869,0.028044523362489616,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0030012607574462892,0.0006413303146435,0.012397050857543945,0.0007967780406501021,euclidean,4,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 4, 'KNN__weights': 'uniform'}",0.8446814203264151,0.7675909585491232,0.77056107285527,0.8698840021377132,0.8118169526006971,0.8129349659889793,0.040285894729734116,31,0.9397244774704526,0.8900934736392123,0.9197763350241795,0.9267559036484873,0.9041131947983643,0.9160926769161393,0.017350517581249825
0.002796459197998047,0.0004060538283521793,0.012598896026611328,0.000803185401011026,euclidean,4,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 4, 'KNN__weights': 'distance'}",0.9408133623819899,0.9160409241380901,0.8972667258767125,0.9461861425424178,0.9177097159680614,0.9236273587179533,0.017854754569258387,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0035973072052001955,0.0011988665340464115,0.013201045989990234,0.0019382107162817341,euclidean,7,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 7, 'KNN__weights': 'uniform'}",0.8930894775064022,0.8098261762229373,0.7665932308307478,0.9049486525869791,0.7476502962714864,0.824605363583336,0.06424722022410737,28,0.9409239637325507,0.8843729937900526,0.9059506333993642,0.9285862923140927,0.9070831209815117,0.9133834008435144,0.019627296242412343
0.002798175811767578,0.00039964693699653757,0.012799787521362304,0.001166270186275211,euclidean,7,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 7, 'KNN__weights': 'distance'}",0.9518824293850094,0.8962689981583369,0.8735500267214169,0.9234671711054976,0.8779787379206828,0.9047126442265937,0.029464220484778713,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0031988143920898436,0.00040164799123419833,0.014399194717407226,0.0019580884899887017,euclidean,10,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 10, 'KNN__weights': 'uniform'}",0.8434048083170889,0.7633905056307214,0.7594457324551792,0.8624577551703057,0.7386670470850442,0.7936051332419067,0.049626916253785514,38,0.905385532773726,0.8388273237684113,0.8566596055710137,0.883119553891427,0.847984049378877,0.866395213076691,0.024469123927473625
0.0035990238189697265,0.0007999434804243558,0.014003372192382813,0.001261932603379001,euclidean,10,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 10, 'KNN__weights': 'distance'}",0.9570806100217866,0.88195093255822,0.888123772064393,0.933840463530072,0.8449092164621917,0.901320323307833,0.039727508914633086,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0034041404724121094,0.0010224071767212148,0.024395561218261717,0.020299353802685185,euclidean,13,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 13, 'KNN__weights': 'uniform'}",0.789798570500325,0.8014252703861341,0.7542475518184022,0.8214528761087465,0.7390164530948274,0.7812650292524004,0.030326739829815264,43,0.859677079033072,0.8628066519337859,0.8545379180836569,0.8566539566944913,0.870573724233446,0.8608498659956905,0.005607213225895691
0.004197406768798828,0.0016047090186344787,0.06339812278747559,0.026350130392198315,euclidean,13,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 13, 'KNN__weights': 'distance'}",0.9372854794939418,0.901467178795114,0.8540337804845227,0.9214947845177265,0.8366247792953163,0.8903087581032801,0.03871234534360164,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0033936500549316406,0.0004926242275277368,0.014598608016967773,0.0008020415175671474,euclidean,16,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 16, 'KNN__weights': 'uniform'}",0.8031189083820662,0.823888562080195,0.7542475518184022,0.7757131157940874,0.7019794160577905,0.771930908334443,0.04210323348368146,45,0.8649569591608948,0.8323946274604102,0.8351364699865268,0.8412045847503236,0.8383337988277221,0.8424052880371754,0.011658864646909548
0.003398275375366211,0.0004901200044262884,0.014998626708984376,0.0010958022959142077,euclidean,16,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 16, 'KNN__weights': 'distance'}",0.9239536750372663,0.8498333275661211,0.8325451476598575,0.9150431964197145,0.8303354711192157,0.8704526887021713,0.040810805601826365,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0030013084411621093,1.2579828222535057e-06,0.03879985809326172,0.03086307388666603,euclidean,19,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 19, 'KNN__weights': 'uniform'}",0.7742040285899936,0.8167179948556467,0.7438511905448477,0.8211741275169075,0.694067127303702,0.7701319861259457,0.04739243302558616,46,0.8292657829151568,0.8268132321115729,0.8249039118469919,0.8270199504578263,0.8261556018170598,0.8268316958297216,0.0014236583053106398
0.015998077392578126,0.025005082397797578,0.024400043487548827,0.018810087759038575,euclidean,19,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 19, 'KNN__weights': 'distance'}",0.8784810610404006,0.8920685452399352,0.8345175342476288,0.883181271170475,0.8492033956475176,0.8675297035959196,0.021874243180815864,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.002997159957885742,4.000888245277983e-06,0.04840011596679687,0.027690119975679113,euclidean,22,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 22, 'KNN__weights': 'uniform'}",0.7443144899285249,0.806344702431072,0.7334778981202734,0.7893122022676677,0.694067127303702,0.7535940065241696,0.040175571875848005,51,0.7925969756738988,0.7838646712392032,0.8077707166821249,0.7838646712392033,0.845801144636305,0.8027796358941469,0.023216371149860013
0.01320028305053711,0.018903997151618387,0.048798418045043944,0.027952997521066985,euclidean,22,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 22, 'KNN__weights': 'distance'}",0.8908267400527463,0.8878680923215335,0.8345175342476288,0.8594645720151793,0.7913260474944075,0.8529337446558195,0.036915583149246166,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.003599882125854492,0.0004892019954181191,0.016403675079345703,0.0008015636742504001,euclidean,25,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 25, 'KNN__weights': 'uniform'}",0.7556855100714751,0.7878261839125537,0.6922173393158548,0.791284588855439,0.6983840488920314,0.7451655531892036,0.04251923779912047,54,0.7783571090011162,0.7807638960454046,0.7818820682521689,0.7731397448081864,0.8167187828425487,0.7861723201898849,0.01556707577556536
0.0027976036071777344,0.000400196788478748,0.0248046875,0.01660479266340966,euclidean,25,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 25, 'KNN__weights': 'distance'}",0.8723082215342276,0.8673771872152438,0.8364899208354001,0.8770084316643021,0.7853861453280901,0.847837430374339,0.03416302825681901,25,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.003200197219848633,0.00039832787160200717,0.03299946784973144,0.021696652405876895,euclidean,28,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 28, 'KNN__weights': 'uniform'}",0.7495126705653022,0.7693076653940352,0.6818440468912805,0.799429814949383,0.6795161243637295,0.7360266157034413,0.04779634624483853,56,0.7558011100408238,0.7579215187844228,0.766658193351883,0.7593196920598935,0.7974591924584151,0.7674319413390875,0.015451650125184643
0.0029994964599609373,0.0006324146788687119,0.026200294494628906,0.015536437196666855,euclidean,28,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 28, 'KNN__weights': 'distance'}",0.8898520811833505,0.8261166284108253,0.8209184477740484,0.8172293543413652,0.7708351423881176,0.8251335666567843,0.03799189684741778,27,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.01279449462890625,0.019107005458197903,0.03480124473571777,0.020594647474926713,euclidean,31,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 31, 'KNN__weights': 'uniform'}",0.7063027940220924,0.7384434678631709,0.6786413216912544,0.7571945972755689,0.6728774101778455,0.7107508428477336,0.03286882635093585,58,0.7440978242588261,0.7431167294531658,0.7589851869663626,0.7312548521177562,0.767889501229961,0.7490688188052144,0.01288431610926606
0.0033980846405029298,0.000488730978795502,0.03639898300170898,0.023062096939961994,euclidean,31,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 31, 'KNN__weights': 'distance'}",0.8547643618851047,0.8095704964800781,0.7848560696064072,0.8192017409291363,0.7850367393183068,0.8107647706139409,0.025873000140156865,33,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.003396415710449219,0.0008010223283555839,0.01820211410522461,0.00039743272700808505,euclidean,34,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 34, 'KNN__weights': 'uniform'}",0.681611435997401,0.7260977888508253,0.6552033711277976,0.7468213048509945,0.6268571239543663,0.6874135030481255,0.04414040405779869,62,0.7331180526887147,0.7156231894014863,0.742782224359635,0.7015174867079645,0.7416549333287263,0.7269391772973053,0.016000300318285046
0.002998208999633789,4.0477829799087925e-06,0.016802549362182617,0.0007452831462368135,euclidean,34,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 34, 'KNN__weights': 'distance'}",0.8443794671864847,0.7858537973247824,0.7539918720755429,0.844890826672203,0.7539396044475871,0.7967212139315868,0.0409071105173492,36,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.004001617431640625,0.001555211449355187,0.029597759246826172,0.024207932793520154,euclidean,37,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 37, 'KNN__weights': 'uniform'}",0.6744639376218323,0.695233591319961,0.6406296257848215,0.7520194854877715,0.6060168128382931,0.6737852654679022,0.0494875960954584,65,0.7308764123969849,0.6712821041301683,0.7220615345860101,0.6763523524898951,0.7313448324844061,0.7063834472174928,0.026843060400535388
0.0032014846801757812,0.00040068081921645183,0.025598716735839844,0.014264796492613443,euclidean,37,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 37, 'KNN__weights': 'distance'}",0.8135152696556205,0.7735081183124367,0.7436185796509684,0.8562618468151532,0.731104164340739,0.7837131826339985,0.046087907577929535,41,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.003999662399291992,0.0008946826537382681,0.01920008659362793,0.0020392937509317657,euclidean,40,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 40, 'KNN__weights': 'uniform'}",0.6920077972709551,0.6838625711770111,0.6458278064215988,0.7384203990141912,0.5765426585455612,0.6675028459289286,0.054013247153533256,66,0.7104349953366054,0.6478740758552515,0.7052929209653473,0.6597904572154857,0.7222681717971827,0.6891321242339745,0.029584256947789576
0.0031998157501220703,0.0007489796467778352,0.018801355361938478,0.0004007367847093462,euclidean,40,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 40, 'KNN__weights': 'distance'}",0.7888239116309291,0.7611624393000911,0.7436185796509684,0.8406903737538015,0.6953407018719064,0.7660629081969808,0.0481395802229711,48,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.004198265075683594,0.002923857313801546,0.017601728439331055,0.0007999585931722205,euclidean,43,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 43, 'KNN__weights': 'uniform'}",0.6435997400909681,0.6478001930093699,0.5880211156864329,0.7251000611324497,0.5765426585455612,0.636317573524795,0.052829957134880166,71,0.6842851245355718,0.6347718884423222,0.687101706495063,0.6394287001095424,0.6995412480816353,0.6690257335328269,0.026608632927784866
0.0036031723022460936,0.0008069099397409519,0.028397274017333985,0.019371755737735724,euclidean,43,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 43, 'KNN__weights': 'distance'}",0.7589343729694608,0.7364710812753997,0.7065815426139312,0.8458885543905786,0.6827620855197053,0.7462429431762171,0.05615879105101086,53,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0029999732971191405,1.049041748046875e-06,0.018402242660522462,0.0013585855965230584,euclidean,46,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 46, 'KNN__weights': 'uniform'}",0.6539961013645225,0.6292816744908512,0.5539311241065629,0.7033557485649253,0.5599965266148139,0.6202397083808275,0.05682192084170299,74,0.6330189746647709,0.6126285978190756,0.655656090290421,0.6105914908072169,0.6789821125383074,0.6381754532239584,0.02611843100748701
0.003394603729248047,0.0007989685127163474,0.01960153579711914,0.001018413274689327,euclidean,46,distance,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 46, 'KNN__weights': 'distance'}",0.7641325536062378,0.735496422406004,0.67051916444629,0.8332871956353738,0.6473480290606559,0.7303217625003215,0.06663181005431319,57,1.0,1.0,1.0,1.0,1.0,1.0,0.0
