mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.44123854637146,0.04832859705474909,0.04093227386474609,0.010007465562545472,1,{'MLP__max_iter': 1},0.3507128387417346,0.31538384642298267,0.28823373357786314,0.28226851371250833,0.23525775412567865,0.29451572827380984,0.038169643643609336,22,0.28068498386924146,0.29777869381180844,0.30264222382528183,0.30455154408986296,0.30690860857488655,0.2985132108342162,0.009406148116860063
0.8218824863433838,0.05025178427171415,0.04129085540771484,0.007826290184850532,2,{'MLP__max_iter': 2},0.3686503841302603,0.32176430556997354,0.29389521359831755,0.2879299937329627,0.2628711663544755,0.3071462244754597,0.03607323466622794,21,0.2938498234025962,0.3126831781800694,0.3188772476230826,0.3182514437078004,0.3180347642726818,0.31233929143724604,0.009509106295268285
1.5514188766479493,0.1847583053882812,0.040383768081665036,0.012715307323440728,4,{'MLP__max_iter': 4},0.38767725413752246,0.3367763590435655,0.35529487756208405,0.34341249793341566,0.2825950322321875,0.34128655438345473,0.03406789332920007,20,0.32695182178187543,0.3496108000412216,0.3358640300153818,0.3431292485849183,0.3545814725555066,0.3420274745957807,0.009814142370767522
2.0880220890045167,0.5224590652695273,0.03498153686523438,0.013970736200865289,8,{'MLP__max_iter': 8},0.407388296449184,0.3747150035948956,0.40906067491762504,0.43595510801988535,0.3374497082769941,0.39301748251817414,0.03379454434557219,19,0.4017780529945109,0.4276717086706438,0.409845075744564,0.3927851633021501,0.41455466583741485,0.40932693330985676,0.011787656179269506
0.7571600914001465,0.6900155252101721,0.0028405189514160156,0.00048818612941699187,16,{'MLP__max_iter': 16},0.5678324351182968,0.4840594253549719,0.5757004279271487,0.5205851029062905,0.451298177713272,0.5200482413420403,0.047712323245985414,18,0.5189281837224592,0.5510301947717358,0.5272087298043123,0.5515469906373689,0.558221950603847,0.5413872099079446,0.015395154764411927
0.31061997413635256,0.0635565300336034,0.002581787109375,0.0007538898528840538,32,{'MLP__max_iter': 32},0.7001184879409854,0.6759268871279667,0.7273050586141006,0.7043073385853412,0.6256062917891654,0.6867649374741869,0.03453157934478997,17,0.7074829900769078,0.739591219813816,0.7113741655502503,0.7180868629269578,0.7423758497672047,0.7237822176270273,0.014475561105092374
0.5964550018310547,0.15009543142385565,0.0023670196533203125,0.0005313627121981705,64,{'MLP__max_iter': 64},0.908370599701869,0.8169736745985059,0.8396926460354261,0.8661007109050294,0.7979647616802914,0.8459513814418964,0.0386962684373578,16,0.9029674479763925,0.9148940263130775,0.890914698147703,0.8849142172298368,0.9092962588647888,0.9005973297063598,0.011183896761270752
0.9771740436553955,0.1871496495658626,0.0022175788879394533,0.000958894075314885,128,{'MLP__max_iter': 128},0.9876543209876543,0.9160409241380901,0.9219580839014039,0.9605042081425347,0.9015129900470974,0.9376351496504173,0.03176642101447976,15,0.9903467730838035,0.9705313379058698,0.9874578147244837,0.9799125950862406,0.9821010209203735,0.9820699083441543,0.006860460645263769
1.685268497467041,0.137489093403561,0.0031321048736572266,0.0034703525968657807,256,{'MLP__max_iter': 256},0.9619768375186332,0.9515919428200128,0.9414743301382978,0.9605042081425347,0.9838487588850434,0.9598412986566113,0.014020152149516622,14,0.9949268382184303,0.9975381585425896,0.9925280630842104,0.9920356947927281,0.9959288436639495,0.9945915196603817,0.002067541947525671
2.670086479187012,0.39947764929780283,0.0015101432800292969,0.0006162249265619676,512,{'MLP__max_iter': 512},0.9733478576615832,0.9577647823261857,0.9456747830566996,0.9605042081425347,0.9940828402366864,0.9662347429790911,0.016421439020818857,1,0.997956515756158,0.9990152634170358,0.9979572441116188,0.9935127996671743,0.9979644218319748,0.9972812489567924,0.001928092117810529
2.3546868801116942,0.19916986504947395,0.0011133193969726563,0.0007432796019540764,1024,{'MLP__max_iter': 1024},0.9733478576615832,0.9577647823261857,0.9456747830566996,0.9605042081425347,0.9940828402366864,0.9662347429790911,0.016421439020818857,1,0.997956515756158,0.9990152634170358,0.9979572441116188,0.9935127996671743,0.9979644218319748,0.9972812489567924,0.001928092117810529
2.474000072479248,0.22913976204780373,0.0016021251678466797,0.0004910176174522108,2048,{'MLP__max_iter': 2048},0.9733478576615832,0.9577647823261857,0.9456747830566996,0.9605042081425347,0.9940828402366864,0.9662347429790911,0.016421439020818857,1,0.997956515756158,0.9990152634170358,0.9979572441116188,0.9935127996671743,0.9979644218319748,0.9972812489567924,0.001928092117810529
2.2806286811828613,0.150549414479522,0.0017704486846923829,0.0007809205013482859,2100,{'MLP__max_iter': 2100},0.9733478576615832,0.9577647823261857,0.9456747830566996,0.9605042081425347,0.9940828402366864,0.9662347429790911,0.016421439020818857,1,0.997956515756158,0.9990152634170358,0.9979572441116188,0.9935127996671743,0.9979644218319748,0.9972812489567924,0.001928092117810529
2.293236589431763,0.11652380849489315,0.0019648075103759766,0.0006887444892566863,2200,{'MLP__max_iter': 2200},0.9733478576615832,0.9577647823261857,0.9456747830566996,0.9605042081425347,0.9940828402366864,0.9662347429790911,0.016421439020818857,1,0.997956515756158,0.9990152634170358,0.9979572441116188,0.9935127996671743,0.9979644218319748,0.9972812489567924,0.001928092117810529
