,0,1,2,3,4
50,0.5833333333333333,0.9416666666666665,0.9416666666666665,0.9416666666666665,0.9416666666666665
100,0.6509661835748792,0.6378205128205127,0.6378205128205127,0.6378205128205127,0.6378205128205127
182,0.7628040581835962,0.7065361846079495,0.7065361846079495,0.7065361846079495,0.7065361846079495
364,0.6072237831958671,0.5412087912087912,0.6726638267017131,0.6726638267017131,0.6726638267017131
546,0.6316548790144002,0.5555406439144848,0.7185505649679561,0.7185505649679561,0.7185505649679561
728,0.5890297747084794,0.7017057247443299,0.7239010989010989,0.7303032361799939,0.7303032361799939
910,0.5780676328502415,0.6556763285024155,0.6819082125603865,0.6611451676014086,0.6611451676014086
1092,0.7674565264061829,0.7180724023185916,0.6755917239158437,0.6804029304029304,0.6557234624222197
1274,0.7868559089743842,0.6769660428703832,0.7367410423773935,0.859083827966319,0.8343019243661027
