,test,train
0.1,0.008851899999999802,2.2970703
0.2,0.009839200000000048,1.9551461999999997
0.3,0.02895000000000003,1.6180861000000002
0.4,0.02097619999999978,1.6465340999999993
0.5,0.018545100000000758,1.3272397999999992
0.6,0.06357400000000091,1.0185405999999997
0.7,0.08327120000000043,0.8544616999999999
0.8,0.06540069999999965,0.5525359999999999
0.9,0.15355249999999998,0.47927059999999955
