,test,train
0.1,11.4369357,4.4285435
0.2,20.674099000000002,3.039964600000001
0.3,27.433087299999997,2.255976100000005
0.4,33.72557139999999,1.5945754999999906
0.5,34.29151900000001,1.0189898
0.6,31.546567299999992,0.65585710000002
0.7,29.223058400000014,0.3429634999999962
0.8,20.259475600000002,0.14397529999999392
0.9,11.001443800000004,0.0423708000000147
