,test,train
0.1,0.0008508000000002625,1.4878359000000003
0.2,0.0018289999999989703,1.3141157999999997
0.3,0.0017607999999995627,1.035491200000001
0.4,0.002182299999997639,0.8841903999999996
0.5,0.002111599999999214,0.7677223999999967
0.6,0.002138699999999716,0.5654445999999993
0.7,0.003152899999999903,0.39643070000000336
0.8,0.0029787999999975057,0.27505540000000295
0.9,0.0033046999999974958,0.1481621000000004
