param_Boost__n_estimators,train acc,test acc
1,0.9378352729269438,0.7594759843400755
2,0.9378352729269438,0.7594759843400755
5,0.9378352729269438,0.7594759843400755
10,0.9378352729269438,0.7594759843400755
20,0.9378352729269438,0.7594759843400755
30,0.9378352729269438,0.7594759843400755
40,0.9378352729269438,0.7594759843400755
50,0.9378352729269438,0.7594759843400755
