mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_KNN__metric,param_KNN__n_neighbors,param_KNN__weights,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
3.324803686141968,14.80839500427246,0.7241844392749235,0.971834652142682,manhattan,1,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 1, 'KNN__weights': 'uniform'}",80,0.7337494454207144,0.9702270913061161,0.731252851840098,0.9736015442655015,0.7229962649118016,0.9712660230165004,0.7131252829632437,0.9716717370562185,0.7197939993993078,0.9724068650690735,0.4448371306511637,1.3537286639281971,0.007542501040568316,0.0011299086386616468
3.550801086425781,16.453797149658204,0.7241844392749235,0.971834652142682,manhattan,1,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 1, 'KNN__weights': 'distance'}",80,0.7337494454207144,0.9702270913061161,0.731252851840098,0.9736015442655015,0.7229962649118016,0.9712660230165004,0.7131252829632437,0.9716717370562185,0.7197939993993078,0.9724068650690735,0.8818119874533089,1.6825243448807155,0.007542501040568316,0.0011299086386616468
2.525997543334961,17.706199979782106,0.7689553619228028,0.8576850626439348,manhattan,4,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 4, 'KNN__weights': 'uniform'}",1,0.7725061826051305,0.8573929772747458,0.7730653669380748,0.8565996929066828,0.7635525230660247,0.858429506887948,0.7693109910820515,0.8584966478276337,0.7663406768854628,0.8575064883226639,0.26965444285972245,1.6395942732779776,0.003623804653782238,0.000708251065724288
2.118798112869263,16.245799779891968,0.7399889446835234,0.9818783642693617,manhattan,4,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 4, 'KNN__weights': 'distance'}",56,0.7504477421847081,0.9810904030590741,0.7462521492414302,0.9817743179681048,0.7406931991080418,0.9827929387951233,0.7376817545300443,0.9813635154673107,0.7248627365226236,0.9823706460571958,0.22955866792172336,1.2749137003626312,0.008754248558628807,0.0006285802593943996
2.7070022106170653,19.75719819068909,0.743948773483731,0.7927552055187667,manhattan,7,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 7, 'KNN__weights': 'uniform'}",29,0.748488360282071,0.7898297574497178,0.7399713908137987,0.7921855895820848,0.7402790079833103,0.7969288759754778,0.7427882539983365,0.7940286466905696,0.7482184728713623,0.7908031578959833,0.4355270915888474,2.0103335064973304,0.003727535072187989,0.002519300543440723
2.118396759033203,18.24719982147217,0.743343262073638,0.9810729455787041,manhattan,7,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 7, 'KNN__weights': 'distance'}",34,0.7477187910671552,0.9798220299359881,0.7434226765167317,0.9811664475328835,0.7462175455991799,0.9819463229337991,0.7395737915495331,0.9808278289112411,0.7397811161285904,0.9816020985796086,0.36304550719305734,2.3293465740054233,0.0032957342889326506,0.0007316290923759255
2.215200996398926,18.580598306655883,0.7631039848393543,0.7993153123714222,manhattan,10,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 10, 'KNN__weights': 'uniform'}",3,0.7668664467822297,0.799807534431184,0.7636475186162333,0.7983358385890728,0.7570805893829184,0.8005017569695616,0.7607091716941997,0.7986600737262243,0.767217476986632,0.7992713581410685,0.20017257692274235,2.5458277579984796,0.00383118172255536,0.0007798168871481397
1.825801420211792,15.923000192642212,0.7440661957370749,0.9812128928608974,manhattan,10,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 10, 'KNN__weights': 'distance'}",27,0.7510635028148681,0.9802107665878549,0.7426563966214215,0.9811664475328835,0.745463896691155,0.9819463229337991,0.7405635048485424,0.9811388286703413,0.7405813806440056,0.9816020985796086,0.06868753695218152,0.26349164553370713,0.003932387179659358,0.0005833181813132926
2.432199239730835,20.329798698425293,0.7505773645543704,0.7749861294362119,manhattan,13,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 13, 'KNN__weights': 'uniform'}",9,0.7594865293152058,0.7717520594116948,0.7510920541090443,0.7746373154082921,0.7436143780633433,0.7755654791784079,0.753130757972983,0.7780777924834366,0.7455614629493996,0.7748980006992282,0.29124441254436895,1.6697654787603278,0.005653476003825713,0.00202398978975652
2.23700065612793,17.90139970779419,0.7462971014105573,0.9810563203083926,manhattan,13,distance,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 13, 'KNN__weights': 'distance'}",15,0.7531080123088971,0.9802107665878549,0.7459791357141692,0.9807360854983387,0.744110407459861,0.9819463229337991,0.7487602261600177,0.9811388286703413,0.7395252949452265,0.9812495978516296,0.3743819452700032,2.1112324209870894,0.00454285633643069,0.0005751138912645276
2.170599603652954,18.873599672317503,0.7587889926502887,0.7812651005609086,manhattan,16,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 16, 'KNN__weights': 'uniform'}",5,0.7687132023815726,0.7796375603892991,0.757608459393218,0.7793062601844397,0.750441689836634,0.7832586643069517,0.7591245775292966,0.7845108596808867,0.7580567865065524,0.7796121582429658,0.4380436709425225,1.5520531088144254,0.0058349284285148005,0.0021784127070687094
