,train,test
0.1,0.027105099999999993,0.00033889999999914266
0.2,0.024723899999999688,0.0004446999999991874
0.3,0.03665469999999971,0.0004306999999990069
0.4,0.030571800000000593,0.00036849999999866156
0.5,0.022063900000000913,0.0004555000000010523
0.6,0.013123200000000779,0.0003589999999995541
0.7,0.014693199999999962,0.000553099999999418
0.8,0.007977800000000812,0.00043149999999947397
0.9,0.008083499999999688,0.0009329999999998506
