param_Boost__n_estimators,test acc,train acc
1,0.7115384615384616,0.9445054945054945
2,0.7115384615384616,0.9445054945054945
5,0.7115384615384616,0.9445054945054945
10,0.7115384615384616,0.9445054945054945
20,0.7115384615384616,0.9445054945054945
30,0.7115384615384616,0.9445054945054945
40,0.7115384615384616,0.9445054945054945
50,0.7115384615384616,0.9445054945054945
