mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_DT__alpha,param_DT__class_weight,param_DT__criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.024368953704833985,0.0010157397335351635,0.0010002613067626952,1.0337143343849951e-05,-0.1,balanced,entropy,"{'DT__alpha': -0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.9249398004815962,0.9323313763259781,0.9795090948937103,0.975820001461027,0.8869392447041214,0.9399831469270059,0.03443158089789396,12,0.9799720196321271,0.982940087557586,0.989992938904347,0.9855484944599026,0.98518744067346,0.9847281962454846,0.003299086495575309
0.03778762817382812,0.008852746029257662,0.0010392189025878907,4.288709558491872e-05,-0.0316227766016838,balanced,gini,"{'DT__alpha': -0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.9076864273974697,0.9498752359751009,0.9434467167260692,0.9459304627995585,0.8499022076670842,0.9194734625714324,0.03780086948266739,21,0.9894251028240295,0.9873845320020305,0.9842837568082321,0.9886492696537009,0.9808014757611794,0.9861088274098344,0.0031804973147946804
0.033798837661743165,0.00901890336200192,0.0010004997253417968,0.000632411069151397,-0.0316227766016838,balanced,entropy,"{'DT__alpha': -0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.9249398004815962,0.9323313763259781,0.9795090948937103,0.975820001461027,0.8869392447041214,0.9399831469270059,0.03443158089789396,12,0.9799720196321271,0.982940087557586,0.989992938904347,0.9855484944599026,0.98518744067346,0.9847281962454846,0.003299086495575309
0.044876813888549805,0.02686990372534159,0.0006774425506591797,0.0003851909512262851,0,balanced,gini,"{'DT__alpha': 0, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.9612926652142338,0.9839652275549712,0.9738476148732559,0.9358128501178433,0.9339064418890253,0.9578073459855864,0.020028330850054607,1,0.9792142562267786,0.9759266256741437,0.964927347050943,0.9766915140897484,0.9501613873844302,0.9693842260852087,0.010790831676835509
0.03019871711730957,0.004490632081963501,0.0008007049560546875,0.00040035313115059846,0,balanced,entropy,"{'DT__alpha': 0, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.938562091503268,0.9839652275549712,0.9758200014610272,0.9244418299748934,0.9405451560749093,0.9526752472862433,0.023065099272133033,5,0.9766776753359938,0.9759266256741437,0.9813426768804462,0.9664589559502136,0.9640502762733191,0.9728912420228232,0.006550028424399842
0.038417625427246097,0.013243586629785573,0.0012041091918945312,0.000753360858793007,0.0316227766016838,balanced,gini,"{'DT__alpha': 0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.8201773496923136,0.8960613785175189,0.8421763921089158,0.835123091533348,0.6893118975847569,0.8167835236048315,0.06842770793785619,25,0.8713724141094445,0.8848765071622411,0.8957780754888379,0.8550170038816943,0.7806694817079901,0.8575426964700416,0.040782870856664676
0.032396984100341794,0.008905429708066884,0.0016318321228027343,0.0007796827000143718,0.0316227766016838,balanced,entropy,"{'DT__alpha': 0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.7803921568627451,0.9002849002849002,0.8486741179048872,0.835123091533348,0.6893118975847569,0.8109330190992452,0.07158286548823391,26,0.8352598504655749,0.8386749567746441,0.8516437085637731,0.8550170038816943,0.7806694817079901,0.8322530002787353,0.0268527149065074
0.029582786560058593,0.008600518086759662,0.0010003089904785157,1.0512069551967909e-06,0.1,balanced,gini,"{'DT__alpha': 0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.3333333333333333,0.5936883629191322,0.6804560711443304,0.5956607495069034,0.3333333333333332,0.5074382584152428,0.145426707142741,27,0.3333333333333333,0.5972427375677006,0.7446573460204047,0.5967503692762186,0.3333333333333333,0.5210634239061982,0.16248767174699005
0.03223814964294434,0.011723446863827256,0.0007686138153076172,0.0003742245055265288,0.1,balanced,entropy,"{'DT__alpha': 0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.3333333333333333,0.5936883629191322,0.5956607495069034,0.5956607495069034,0.3333333333333332,0.4904651667392649,0.12816702260382548,28,0.3333333333333333,0.5972427375677006,0.5967503692762186,0.5967503692762186,0.3333333333333333,0.4914820285573609,0.12912799408950604
0.03264241218566895,0.00838973754631675,0.0013124465942382813,0.00038070170455513716,0.0031622776601683794,balanced,gini,"{'DT__alpha': 0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.9612926652142338,0.9839652275549712,0.9738476148732559,0.9358128501178433,0.9339064418890253,0.9578073459855864,0.020028330850054607,1,0.9792142562267786,0.9759266256741437,0.964927347050943,0.9766915140897484,0.9501613873844302,0.9693842260852087,0.010790831676835509
0.03754439353942871,0.008833115155325765,0.0009365558624267578,0.0003704922968033065,0.0031622776601683794,balanced,entropy,"{'DT__alpha': 0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.938562091503268,0.9839652275549712,0.9758200014610272,0.9244418299748934,0.9405451560749093,0.9526752472862433,0.023065099272133033,5,0.9766776753359938,0.9759266256741437,0.9813426768804462,0.9664589559502136,0.9640502762733191,0.9728912420228232,0.006550028424399842
0.028087425231933593,0.004035532113201237,0.0011834144592285157,0.0004130095971076768,0.01,balanced,gini,"{'DT__alpha': 0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.8709398769254291,0.9777923880487983,0.9471838702607933,0.9180613708279024,0.8948970182642171,0.9217773207010463,0.037721540291183,20,0.9224595202054953,0.955844869636907,0.9449188737361593,0.968813621426036,0.9156528966708033,0.9415379563350802,0.019970494815235395
0.024746274948120116,0.0036300454396190973,0.0007848739624023438,0.0003936140697583994,0.01,balanced,entropy,"{'DT__alpha': 0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.9057256430837441,0.9777923880487983,0.9150431964197148,0.9232595514646795,0.8948970182642171,0.9233760451187714,0.028813868627821884,19,0.9342273290216045,0.955844869636907,0.9412280199542746,0.9517593578601447,0.9156528966708033,0.9397424946287469,0.014259200887622614
0.03500132560729981,0.020562469442031536,0.0012065887451171875,0.00039682356791539915,0.00031622776601683794,balanced,gini,"{'DT__alpha': 0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.9612926652142338,0.9839652275549712,0.9738476148732559,0.9358128501178433,0.9339064418890253,0.9578073459855864,0.020028330850054607,1,0.9792142562267786,0.9759266256741437,0.964927347050943,0.9766915140897484,0.9501613873844302,0.9693842260852087,0.010790831676835509
0.02623915672302246,0.005252056946336931,0.0009624481201171875,4.45794036571094e-05,0.00031622776601683794,balanced,entropy,"{'DT__alpha': 0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.938562091503268,0.9839652275549712,0.9758200014610272,0.9244418299748934,0.9405451560749093,0.9526752472862433,0.023065099272133033,5,0.9766776753359938,0.9759266256741437,0.9813426768804462,0.9664589559502136,0.9640502762733191,0.9728912420228232,0.006550028424399842
0.02691025733947754,0.013841316057605163,0.00020971298217773438,0.0003962445516668409,0.001,balanced,gini,"{'DT__alpha': 0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",0.9612926652142338,0.9839652275549712,0.9738476148732559,0.9358128501178433,0.9339064418890253,0.9578073459855864,0.020028330850054607,1,0.9792142562267786,0.9759266256741437,0.964927347050943,0.9766915140897484,0.9501613873844302,0.9693842260852087,0.010790831676835509
0.026692724227905272,0.006847086159899681,0.0006943225860595703,0.0004020674800930982,0.001,balanced,entropy,"{'DT__alpha': 0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",0.938562091503268,0.9839652275549712,0.9758200014610272,0.9244418299748934,0.9405451560749093,0.9526752472862433,0.023065099272133033,5,0.9766776753359938,0.9759266256741437,0.9813426768804462,0.9664589559502136,0.9640502762733191,0.9728912420228232,0.006550028424399842
