mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__alpha,param_SVM__gamma_frac,param_SVM__n_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
323.2825983524323,10.095200157165527,0.7338881946986535,0.7369200958228104,0.1,0.2,55,"{'SVM__alpha': 0.1, 'SVM__gamma_frac': 0.2, 'SVM__n_iter': 55}",151,0.7441593525355917,0.734380774390722,0.7431546627552709,0.735613116056075,0.7278823518266775,0.7381832777774324,0.7172826052623267,0.7387274802588608,0.7369597061876585,0.737695830630962,9.51285921264577,0.6750849009627586,0.010125382831292483,0.0016504775726350813
304.8690026283264,10.049799156188964,0.7624175863457204,0.7660063237069388,0.1,0.4,55,"{'SVM__alpha': 0.1, 'SVM__gamma_frac': 0.4, 'SVM__n_iter': 55}",88,0.764333670685952,0.761621255677546,0.7743897785840558,0.7592572136376864,0.7517089988942623,0.7637418385869009,0.7655943017783254,0.7810858481569999,0.7560590891606642,0.7643254624755602,10.434626210930645,0.9461485052655082,0.007902173871947308,0.007747574502091625
301.5055991172791,9.9468008518219,0.7828267793591442,0.7847125539092985,0.1,0.6000000000000001,55,"{'SVM__alpha': 0.1, 'SVM__gamma_frac': 0.6000000000000001, 'SVM__n_iter': 55}",44,0.7853121616934785,0.7831913809067693,0.7942031925872945,0.7821789627553516,0.7823255910644185,0.7916614305883911,0.7649375638312436,0.7794040409535881,0.7873534495023212,0.787126954342393,7.8059636868713485,0.48669700051436976,0.009760628810035917,0.004266839059362124
293.0600018978119,9.511200428009033,0.7899194068641044,0.7938106777408719,0.1,0.8,55,"{'SVM__alpha': 0.1, 'SVM__gamma_frac': 0.8, 'SVM__n_iter': 55}",32,0.7907640115805101,0.7896530141005409,0.7964987429536196,0.7903276249961708,0.7896209072311875,0.7984945908884638,0.7780878528485844,0.7936644838061236,0.7946249888028835,0.7969136749130602,4.61417565093025,0.3169031799314298,0.006421915811222309,0.003493045372160223
299.3815993309021,9.732998085021972,0.7926019936201282,0.7963430057109706,0.1,1.0,55,"{'SVM__alpha': 0.1, 'SVM__gamma_frac': 1.0, 'SVM__n_iter': 55}",29,0.7946959326642067,0.7944974600454735,0.7991557237582029,0.7924264985409235,0.7901861439122062,0.8000347300475474,0.7825676216347116,0.7971656001165954,0.796404013046617,0.7975907398043134,3.126986106982457,0.6721577696715944,0.0058018959984697735,0.0026308704915899723
293.6997912883759,9.63200044631958,0.79542783300354,0.798944533490733,0.1,1.2,55,"{'SVM__alpha': 0.1, 'SVM__gamma_frac': 1.2, 'SVM__n_iter': 55}",24,0.79890415659477,0.7962488274557472,0.8017874425882155,0.7962973547546437,0.7912726719643132,0.8025745776315197,0.7837236909988735,0.7987211911672449,0.8014512780520707,0.8008807164445095,3.9171131286824363,0.6126108558183885,0.006972082564205434,0.0025000117190076597
295.8560007095337,9.864400959014892,0.7964594803141528,0.7996316418611957,0.1,1.4000000000000001,55,"{'SVM__alpha': 0.1, 'SVM__gamma_frac': 1.4000000000000001, 'SVM__n_iter': 55}",22,0.8009140624465485,0.7973066715682612,0.8022428159944087,0.7966554728937977,0.7940455683917963,0.8038377516949512,0.7856762689914402,0.799175483769223,0.7994176182020329,0.801182829379746,1.243485495306837,0.5293040594931343,0.006068613695804945,0.0026293988454292863
296.14700136184695,10.063599681854248,0.7964302308816263,0.8003257760450786,0.1,1.6,55,"{'SVM__alpha': 0.1, 'SVM__gamma_frac': 1.6, 'SVM__n_iter': 55}",23,0.8015578480797477,0.7978257878031444,0.803106328177259,0.7975447177537457,0.7941680626539073,0.8046654551541454,0.7845554713246365,0.7994760532570966,0.798761862357138,0.8021168662572614,4.878533498688293,0.76556023623859,0.006669670393214417,0.0027109804191054222
294.81640071868895,9.541200923919678,0.7965776262127094,0.8005758703739498,0.1,1.8,55,"{'SVM__alpha': 0.1, 'SVM__gamma_frac': 1.8, 'SVM__n_iter': 55}",20,0.8013474631977764,0.8002617693630669,0.8029744922474683,0.7971707885502624,0.7941587209862274,0.803783416585744,0.7848881834549418,0.799926019106184,0.7995179970597689,0.8017373582644927,3.783319714647171,0.3059071131639316,0.006554474810977399,0.0021795850596815144
297.45960078239443,9.739798641204834,0.7984444070586669,0.8008502626747764,0.1,2.0,55,"{'SVM__alpha': 0.1, 'SVM__gamma_frac': 2.0, 'SVM__n_iter': 55}",14,0.8033606583691605,0.8003164993375642,0.8058825139243477,0.7987157319037105,0.7957286474475669,0.8028128377023698,0.7871297787885488,0.8014192094963244,0.8001186894367719,0.8009870349339133,7.936076121743853,0.6750222399671244,0.006598388968064535,0.001344264318378739
