,test,train
0.1,0.011666899999999814,7.5693234
0.2,0.016314100000000664,6.471003199999999
0.3,0.022332899999998546,6.8806297
0.4,0.023179700000000025,4.459956699999999
0.5,0.029624800000000562,4.6454349000000015
0.6,0.03378239999999977,4.085323400000004
0.7,0.03967689999999635,2.1523381999999955
0.8,0.04559640000000087,1.488946299999995
0.9,0.09787310000000105,0.6046531000000002
