mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__n_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.12600183486938477,0.013885322950577029,0.021924877166748048,0.014735834124599877,1,{'SVM__n_iter': 1},0.5789473684210525,0.7809612789369874,0.7456659399979239,0.8637611451376634,0.6610782380013148,0.7260686284137257,0.09830500490739706,24,0.5511111111111111,0.7310553093714097,0.7997496173649519,0.8672281955274639,0.7538417683795902,0.7405972003509054,0.10555175191263436
0.13962349891662598,0.013470272123564097,0.010174798965454101,0.0010050870896905779,4,{'SVM__n_iter': 4},0.6588235294117647,0.8303420725822884,0.7202498356344512,0.6688947329972971,0.6181240412009643,0.6993876383036287,0.07312680975301157,25,0.6553254437869822,0.8224588643468104,0.7277707166821248,0.6744918873736161,0.7211251911166396,0.7202344206612346,0.057987896576743116
0.17459897994995116,0.01078176691100748,0.010599708557128907,0.0016232266574979979,7,{'SVM__n_iter': 7},0.9180827886710241,0.8231715053577401,0.6756981210422507,0.9424970491097346,0.7316458470304623,0.8184448770948912,0.10322062701643218,20,0.9091670106875832,0.7834379520532521,0.693024782537338,0.9275620135954719,0.8188071490340272,0.8263997815815344,0.08576300908362874
0.20004239082336425,0.009629906705087949,0.01018366813659668,0.0014490414419268509,10,{'SVM__n_iter': 10},0.905446623093682,0.7849060521125298,0.8175542406311638,0.9508729636934765,0.7920476019169779,0.8503073630518069,0.06618260826449755,15,0.9028943626439155,0.751734777613655,0.826942850926912,0.9497692739285264,0.8923977328023819,0.8647477995830781,0.06877425020720587
0.22935495376586915,0.011744896495974527,0.010602045059204101,0.000800944659200325,13,{'SVM__n_iter': 13},0.6513435003631082,0.7469135802469136,0.9143242172931783,0.8824872832969998,0.9130661307729523,0.8213348317091149,0.10519738684658717,19,0.6748681253153526,0.7406661857488005,0.9300708781331227,0.9131385997656479,0.9420190747123294,0.8401525727350506,0.1104586219060077
0.2501659393310547,0.009667020502582486,0.010209894180297852,0.0007698766596230483,16,{'SVM__n_iter': 16},0.8126934984520123,0.8296480847088133,0.8745977369459151,0.8667081905948303,0.8483019694921,0.8463588616760431,0.022955353362967428,16,0.7877054569362263,0.817456097160676,0.8710619506181322,0.8534438681063669,0.9395874663956242,0.8538509678434052,0.05166613217078824
0.2965961456298828,0.011837014664072701,0.011042022705078125,0.0010799922428927039,19,{'SVM__n_iter': 19},0.9518824293850094,0.8234752452026406,0.845865485541599,0.8612062701131528,0.6823341148450001,0.8333002416136033,0.08693290576318727,17,0.9517187284986928,0.7991596914492041,0.8841305501166036,0.8612429818434423,0.6976995459270201,0.8387902995669926,0.08577864207921677
0.32183036804199217,0.014983786434195142,0.010427618026733398,0.00233757117004745,22,{'SVM__n_iter': 22},0.9566754577074494,0.9202413770564918,0.8026575314024708,0.9326351161708787,0.8172048346213804,0.8860550293568761,0.06327578443224922,10,0.9544731893032429,0.9365392997683197,0.8840100916415713,0.9710762254817766,0.9285104995378649,0.9349218611465551,0.029411298620345184
0.34839754104614257,0.017954759224454997,0.010601663589477539,0.00048698794648002254,25,{'SVM__n_iter': 25},0.7717234262125903,0.8874297841909177,0.8582342334029245,0.8280909374026781,0.7205785667324129,0.8133303124024786,0.06001654545325871,21,0.7635239973701513,0.9596653422341306,0.9211745082996501,0.8331331035614641,0.8001179092487496,0.8555229721428292,0.07374360449095974
0.36574907302856446,0.014777996668026731,0.00897512435913086,0.0022330672142409523,28,{'SVM__n_iter': 28},0.7756449948400412,0.9200087661626122,0.7511140331653153,0.8063946849371951,0.6914310760464607,0.7890690018109514,0.07555779023445805,23,0.760552268244576,0.913052339894427,0.833123790548819,0.7690333169210569,0.7582730830029284,0.8068069597223614,0.059837343116582176
0.3972024440765381,0.004213886521992876,0.009912776947021484,0.0017662482392784065,31,{'SVM__n_iter': 31},0.7209494324045408,0.846936264615077,0.95261466179145,0.8667081905948303,0.7422748191978961,0.8259482009893523,0.08507625801332176,18,0.7156476002629849,0.8919875266699491,0.9645890251489511,0.8692390428971103,0.8612557982844853,0.8605437986526961,0.08109887756561887
0.4336248397827148,0.009913263682348622,0.010174560546875,0.0014862484244797746,34,{'SVM__n_iter': 34},0.9054351565187478,0.8815107020235226,0.9056907005624956,0.909126036656401,0.8163488932719701,0.8837516275566535,0.03496557653932659,11,0.9378877115728637,0.8947408196214489,0.9542738712743178,0.9112163023522991,0.8850436412986622,0.9166324692239183,0.025981122805691776
0.4531416893005371,0.01174211724566908,0.009599113464355468,0.0004884610692479957,37,{'SVM__n_iter': 37},0.8574819401444789,0.8518518518518519,0.7811208384757643,0.7695421986919961,0.7893536609066362,0.8099434187059117,0.03718794191748365,22,0.8331623931623933,0.8791430501643136,0.8464664368947974,0.8139176103725587,0.9489525416473511,0.8643284064482828,0.04735469697522568
0.5039016723632812,0.010759209047541903,0.011597442626953124,0.0013601239475341618,40,{'SVM__n_iter': 40},0.9661888927110805,0.9200087661626123,0.9634743224486815,0.884459669884771,0.7781065088757396,0.9027060468279716,0.06897567830622371,4,0.949789153402749,0.9345379180836567,0.9772571651036837,0.8686941553212035,0.8595972945658089,0.9179751372954204,0.0461246221783606
0.5288385391235352,0.008562287366069085,0.010208654403686523,0.0002894666037502215,43,{'SVM__n_iter': 43},0.9197530864197531,0.8706049036683314,0.8664025283458483,0.9528453502812476,0.7773394696471619,0.8775896162372311,0.0593364121924602,13,0.9525732764552085,0.9293998832056611,0.9484124748567744,0.9592708369115913,0.8363717639741897,0.9252056470806851,0.04551270494197542
0.5386169910430908,0.016685319527611313,0.011035013198852538,0.0006950130409805179,46,{'SVM__n_iter': 46},0.9293276764896992,0.9304551099422893,0.9313817087096441,0.8416900238762587,0.7998027613412229,0.8867103258897544,0.05525002746690255,8,0.9490557008088315,0.9508891255310132,0.9612890125534831,0.836632200886263,0.8778149213506441,0.915136192226047,0.04922325069033054
0.5585421562194824,0.01171844336055279,0.009994602203369141,0.0010876946317875046,49,{'SVM__n_iter': 49},0.9719680464778504,0.9440061363138286,0.9392712550607288,0.9417780699831981,0.8226485389039816,0.9241416925389991,0.05188102788601246,3,0.9754827760194487,0.9574891507219492,0.9573970893018675,0.9633975702197337,0.9353173951893794,0.9578167962904758,0.013036398528096974
0.6013190269470214,0.010225277242303507,0.010160493850708007,0.000738597599230433,52,{'SVM__n_iter': 52},0.9615831517792301,0.9115847914768291,0.8839463879949712,0.8940659230807677,0.7789500452780569,0.8862656869866072,0.05973215708380235,9,0.9610361910004128,0.9699111828671101,0.9577937320371451,0.9431260424658109,0.8879041523059248,0.9439542601352807,0.029323661826246246
0.6202075958251954,0.017416288441673644,0.011615276336669922,0.0010448676317115833,55,{'SVM__n_iter': 55},0.9781408859840233,0.9454671634158813,0.9412436416485,0.9819928409671999,0.9146663689479364,0.9523858115643218,0.025012956864150393,1,0.9756894943657017,0.96352352489895,0.971715159218165,0.9861930770728133,0.9672324343053049,0.972870737972187,0.007822101117363204
0.6438647747039795,0.028560716055613233,0.011186838150024414,0.0009837063434416434,58,{'SVM__n_iter': 58},0.8575851393188854,0.9679304551099424,0.9138378490605212,0.9456747830566993,0.7501643655489809,0.8872405820473267,0.07768583474924218,6,0.8434200266042843,0.9816959606716055,0.9372570124313452,0.9584195359524273,0.8524838684599239,0.9146552808239171,0.05632112749602445
0.6760112762451171,0.01786870508944619,0.010444974899291993,0.00057015693574879,61,{'SVM__n_iter': 61},0.9199174406604747,0.8923011561338148,0.800496749214698,0.8962939894113983,0.8328950252027174,0.8684822023664566,0.044460149966261055,14,0.911086035808755,0.9516428688659117,0.8842865812464934,0.9046895598838164,0.8874147833339572,0.9078239658277868,0.024129256381584026
0.7024018287658691,0.018782331332693424,0.01001582145690918,0.0006300332389426301,64,{'SVM__n_iter': 64},0.9531475748194015,0.8333333333333333,0.9086377460196624,0.9644489813180771,0.848674117904887,0.9017785803645055,0.053136619342501,5,0.9476080607923184,0.8713911121798176,0.9732976080061375,0.9720817255027692,0.921206796601987,0.9371170606166059,0.03798593867110533
0.7330239295959473,0.010615694418060305,0.009581422805786133,0.0018528236498287917,67,{'SVM__n_iter': 67},0.8146542827657379,0.9484142088730483,0.9105870637584539,0.9301263788443275,0.8321279859741397,0.8872130678271452,0.053742407685958,7,0.8390598290598292,0.9809968740338704,0.9778698391978595,0.916844720781377,0.922683901476433,0.9274910329098738,0.0516864188086438
0.7620232582092286,0.009604588636116752,0.010198020935058593,0.0009739453129985402,70,{'SVM__n_iter': 70},0.975599128540305,0.9538680692526845,0.9536123895098254,0.9118174023707087,0.8348777492463995,0.9261466753090727,0.04991049442060183,2,0.9708829870189442,0.9653670433856617,0.9682479704121008,0.9195264104061466,0.880254207925306,0.9408557238296318,0.03572186958957315
0.7860538482666015,0.013842266023129771,0.009580564498901368,0.0011183915055937945,73,{'SVM__n_iter': 73},0.9558039980124603,0.8706049036683315,0.9392712550607288,0.767569812104225,0.8750821827744903,0.8817386437754844,0.0663912415358475,12,0.9609368071800989,0.9136648613162646,0.9589343470776606,0.8153815854258986,0.9890356875832012,0.9275906577166249,0.061081401345803504
